player_name,Shooting,Playmaking,Perimeter_Defense,Interior_Defense,Rebounding,Scoring,Efficiency,Impact
De'Andre Hunter,66.99543414651339,42.409775909939285,53.57920521538942,55.42744423744472,41.54724665120607,67.18478018955082,81.30182656053623,64.24171701938208
Goga Bitadze,47.162560398984056,48.18875880785474,56.63515827036921,84.39986170140155,68.94261276041247,48.31009355776137,83.64200844854072,63.75765762102815
Jaylen Brown,69.83341565927968,58.63025288445483,62.886889858613344,57.51339814398669,52.25395952494743,89.5200130483347,82.71309824046921,71.99353039446092
Khaman Maluach,45.06700055573473,37.63386602489077,49.74891567452432,68.54417460123713,42.25207700664056,39.700177077645606,76.1549853372434,51.91266727187065
Dillon Brooks,67.35303827089223,46.51387313735948,62.7735177026669,54.34081761199603,35.47186001513015,68.5486193366807,78.51832600195503,63.764334396681555
Domantas Sabonis,52.360909267978656,74.26102107763701,59.487023655438016,58.87839094434631,99.41292374177644,75.74314134684143,86.54953602848761,78.6865345861586
Dominick Barlow,46.906974912433654,46.67660379428642,54.24874351475335,69.20672958334987,56.93321401061299,45.07944044192186,80.0225219941349,59.329269017387034
Donovan Clingan,51.038046661859816,44.402643160761414,54.05765180316229,82.16619823743201,91.751290284157,51.71880880021757,81.65840909090909,65.49511378216505
Donovan Mitchell,83.61800085059994,69.66824270775874,69.69216526239454,56.473102746650454,41.92211915118446,95.66562529575405,85.82724877810361,78.46614836975081
Donte DiVincenzo,77.03470093596357,57.97010910774629,67.71553549108232,56.366579849171,45.17457897772687,56.703859501489454,78.24159160731742,66.06285146227549
Doug McDermott,78.09930486664587,40.751031127878825,42.51210506921668,50.88934887825072,30.135689314049237,54.841434334146534,77.14613741097611,57.56284560355532
Drake Powell,60.23851660390845,53.394781740206305,61.18060354866812,57.36466155724236,40.045750481829884,48.07802235908279,82.76857771260997,58.70295329751799
Draymond Green,54.575879028698346,81.67442495052529,69.67232143002403,70.699115964139,62.13960853736425,46.74683401642416,77.5839706744868,69.06091664701736
Drew Eubanks,55.66101386564438,40.99954702016294,50.957706218332156,74.19887646752576,65.20631533665383,47.77818044908563,83.68759123492995,61.115390256972624
Drew Peterson,58.072895860297805,44.22689186668468,61.12559383290265,58.66228329538413,40.6564935780811,41.602028423690854,69.64636363636362,56.646316144909754
Drew Timme,50.198862899525096,61.36711689599671,58.46138477677806,58.94768998133702,52.390017601101086,51.26477757090309,71.91370967741935,61.75198049787766
Dru Smith,60.18250199101726,56.3151626836302,76.51863479197459,64.06043004191659,40.936463366536,44.762056556379754,80.18455889540566,60.83971644174823
Duncan Robinson,80.18057200685007,48.41975935826141,52.01473074024871,53.97292555716717,31.248227386993555,55.43997795496348,79.3333328445748,63.935938239685754
Duop Reath,67.29569203108963,41.052969369536996,51.92913055531717,62.103087545699694,46.54304648744864,49.89082545914862,79.93256598240467,59.236258489837006
Dwight Powell,45.812715051098834,45.09287552428117,55.97159615348602,62.94312502046468,57.172296165447534,44.4132192300205,87.3132238514174,64.4467757435034
Dylan Cardwell,42.71954294657413,35.682546327701296,60.24177455577776,72.10936955056803,44.346574840770444,39.0492856977463,61.85699413489736,52.57668148766181
Paolo Banchero,58.84729975200224,62.89879182681105,55.41758146863884,61.73051858383363,61.427654456704616,84.50115591231011,80.1582771260997,69.55340350931772
Dylan Harper,55.77901931896478,65.2197626399132,63.46653415932476,55.65217269287622,46.13088369057622,62.23942133516593,79.73277126099707,61.257735257361915
Dyson Daniels,51.069318753419935,62.68848771351323,85.84213639065479,60.77620251580886,50.68584471324551,49.166723747928685,75.08477639296188,66.36779253492342
E.J. Liddell,51.2481320554583,39.72527082713315,51.92586103993707,61.21472224906267,43.40114863735086,41.291051265936375,76.14621212121212,53.28716580436493
Emanuel Miller,53.243539176965314,,56.922617660022524,57.7426918183976,42.46301062258412,45.57719970320542,83.44549853372433,58.221176367768614
Eric Gordon,72.80436651719903,48.860511279886246,53.97237704192331,56.710214196579884,24.889558017091026,57.16268180596532,78.04670856025697,61.63614733020555
Ethan Thompson,68.55908189139596,,54.33122392626519,66.07365431751802,40.79703167086808,46.62932675426832,72.784926686217,59.92176400569289
Evan Mobley,53.249899308075506,53.44307263394441,58.73030475622062,79.41647318369502,75.84904719728013,70.19157309993399,82.8519853372434,74.9425965615908
Franz Wagner,61.014176244456294,59.364766615294485,62.54516888160064,57.16341795995328,47.295069588318825,79.05799748133703,83.61881818181817,71.71078093179318
GG Jackson,58.12651643404083,40.5407537418888,54.016085207928796,57.67016914430868,47.59283151633584,53.22827856593416,71.4092228739003,55.51541352598884
Gabe Vincent,61.70235205238458,52.12432789640804,57.997770202583276,53.462138798141474,25.01995896158709,43.89499054282971,73.66193450635387,59.15710595226831
Egor Dëmin,66.63487106,62.97974743,69.85267706,59.19366527,45.0905272,51.05520258,52.05186217,55.9076559
Garrett Temple,57.29287430646135,48.06938707068875,62.7219188105154,61.85188203610973,35.26642307475305,40.2214010256438,73.23916324535679,57.67196335431362
Garrison Mathews,70.26310117324661,39.55346849429975,54.11473258199952,55.437311153279566,30.309041888626286,47.180774981649215,78.56485930735928,59.04540388122493
Gary Harris,64.35179575713923,45.23584767685264,61.04377255823883,57.12532755960175,27.804306668135467,45.73062499818076,77.74220478983382,61.94954375633235
Gary Payton II,57.70740205980247,47.630479244537675,74.0237660329974,61.858012875299835,49.509646589531336,46.2144526126699,84.99634024577571,62.46392752340528
Gary Trent Jr.,75.67856340055826,44.37026775294508,65.79550777691337,53.318003439922194,28.239981314718683,62.358935246412244,78.59197556207232,65.62012781160391
Giannis Antetokounmpo,52.93338064373851,78.77766688018419,62.89955204181441,72.17802812985607,91.4909814620991,100.0,90.0324897360704,87.66208058217175
Gradey Dick,65.84732786979099,41.69078579808858,57.14333182099765,52.73577462454759,36.79763990445579,54.91480777016843,78.14218475073312,58.53904939681089
Jaime Jaquez Jr.,52.01791057600363,60.09251374453102,60.38856081089047,57.055966860225084,50.875184631500986,60.198267732813704,80.69555229716521,64.9793833343402
Grayson Allen,78.09448277821888,51.81836526457391,61.33071075931329,56.955746164567714,36.12527893152148,58.61106353723916,82.32946627565981,68.48179930437747
Guerschon Yabusele,60.38448116942146,44.84061914502627,51.686454197405105,57.55051789264397,53.37666459754318,49.01322832526917,74.79216275659824,60.90691080364578
Gui Santos,58.17990283011429,45.552970413359276,51.49634008987411,57.390671306978476,50.34193446300577,43.88620390746369,79.08116813294232,57.46359249056748
Harrison Ingram,62.58850795802689,46.65076201037371,54.91215908520882,56.90217761816303,44.679129069280975,42.98225584792675,70.2149706744868,57.56768525117738
Herbert Jones,58.75767990024476,50.01482220215331,76.4455967469928,62.569741264093665,40.14830912681688,51.42530455595687,78.96844574780059,66.47069578878039
Hugo González,60.25618961859026,41.774099308245106,62.82285701065629,60.72550722737967,45.29219801571607,43.07417458059237,71.52529325513197,57.63003399001134
Hunter Dickinson,44.90967127017309,35.94351529993724,50.53760419217841,83.42308953270827,40.277810302694775,34.80664145833581,52.44868035190616,41.2782071631019
Hunter Tyson,50.23348992423104,45.11533934705501,49.88904695779491,54.87324730589857,46.24476979690465,38.89509894965063,62.98361681329422,51.427002339925174
Immanuel Quickley,73.72537143468831,70.60515588269352,57.30289271283971,52.6152666825086,38.96996699905145,67.54286382327236,81.60589791928501,68.03809951128072
Isaac Jones,49.21206426422715,41.672448179083275,44.6591669928268,55.727199771457634,42.59064667564891,42.82981171056323,79.06123900293255,53.23597634525832
Isaac Okoro,58.80532057151607,44.70230167071014,55.88825830790741,60.219685682476694,34.972699609258854,47.99481762325838,78.04021260997067,65.01978268775088
Isaiah Collier,52.85510773582543,81.92084399543037,55.45658325875872,56.583065949619616,37.235544394737346,50.76489552554179,77.10096774193548,56.83373653414988
Isaiah Crawford,44.54934051116736,38.97869197248337,47.699679611153904,56.56080682709373,40.332328780498344,38.71081381078184,51.29344574780059,49.552471512328346
Isaiah Hartenstein,44.26337833253562,54.432675458176924,63.753078121389535,74.93927569763127,84.6519189923813,52.14383860940939,84.98698778103618,71.64353944247293
Isaiah Jackson,41.0816978820164,38.80699611354045,60.62920074279445,85.57279591145056,69.23501617438512,53.1757273694402,84.74099999999999,61.98484043767113
Isaiah Joe,78.28792962119459,45.2094078657076,54.216205567873274,54.729742299018966,33.7870160447835,53.389140272789895,80.79154447702835,63.40188159696831
Isaiah Livers,61.47233962416295,40.23445592326634,55.664635953442726,60.574275437198054,39.422891165033136,42.68358911968151,75.28381598240469,58.49518659473752
Isaiah Stewart,56.00457276123956,41.218121754909234,47.33963505527529,76.67113546322321,72.35427995305672,51.75206922351888,80.71879227761485,63.986252108621215
Ivica Zubac,37.98315724157763,44.11339855781914,48.19054986441909,71.6526828532593,91.97741289704622,61.12241557294955,87.0956129032258,72.57887642636929
JD Davison,57.33212360977211,57.87392172506122,54.747099475958734,60.42018973802135,40.40805788349186,41.83288357759611,70.9527602639296,55.85773490283656
Ja Morant,58.91141481330322,89.04710698248398,60.89204410865831,55.82618236138362,45.1908463159787,88.32365351563857,82.51952492668623,70.49758976778567
Ja'Kobe Walter,63.667136343119374,43.848195233536124,66.26462468275032,56.54411448259194,42.00304967403788,48.683293907997786,76.24730938416423,59.67042784650195
Jabari Walker,54.35327630579172,39.46634361227786,50.61740713845918,57.397360351712585,62.74104486135631,46.86795153000639,78.4258211143695,58.38356600735748
Jacob Toppin,53.507697123110205,48.9691638007501,48.673649579402685,58.75234540650082,41.12481504805759,42.627015128932385,72.37981622678396,54.91012371510358
P.J. Washington,65.18374793236237,46.39944675353915,61.754437170052974,69.41879223904056,57.44861532018618,61.08777499275338,77.33490748498815,64.43671116463975
PJ Hall,55.42915899364747,47.46821950292258,48.623597103018646,66.11533701836994,46.09842950004749,44.018525852250605,84.74378299120235,56.54025909720969
Jaden Ivey,66.11565905891923,59.74515380020415,53.03644530905313,55.96613827062045,41.42943964099389,66.01212514070437,78.54821114369501,60.29864441030837
Jaden McDaniels,61.47027811064038,43.03053411707902,60.75530098077976,67.86510410867605,43.84007956058827,54.845229460498686,79.64466911045945,66.7041783811612
Jae'Sean Tate,53.831461214178724,49.54795115947799,59.92063489526006,57.666112781991345,50.40814085457427,49.06833329241677,79.14068132942327,60.81604121279919
Jahmai Mashack,72.16571671329697,,50.77716104729935,57.8283458458773,45.309340693165026,51.54512581843326,75.91458944281524,60.257343582051035
Jahmir Young,62.502548826376064,58.04952130775034,50.65507184140337,56.09070287304443,40.47072316046569,42.661640179495706,78.82298387096773,54.59141838598717
James Harden,75.29296551385951,97.37161743566392,64.87139846267274,61.200400884281315,51.737751779498424,83.54296977535127,84.99987012987015,77.51252222033688
James Wiseman,42.54705267268056,34.48828154408909,41.3720990794508,65.01585541009582,63.26961848334277,53.390364597156754,81.493765884653,57.687318050025105
