player_name_clean,year_ahead,Shooting,Playmaking,Perimeter_Defense,Interior_Defense,Rebounding,Scoring,Efficiency,Impact
noah clowney,5,-0.0154,-0.0203,-0.0148,-0.0108,-0.0057,-0.0106,0.0101,-0.0281
noah penda,1,0.0526,0.0501,0.071,0.1724,0.04,0.055,0.0263,0.1379
noah penda,2,0.0574,0.0565,0.0753,0.1724,0.0451,0.0539,0.0183,0.0903
noah penda,3,0.0542,0.0541,0.0567,0.1737,0.0406,0.0552,0.0137,0.0859
noah penda,4,0.0594,0.0438,0.045,0.1735,0.037,0.0601,0.0047,0.0808
noah penda,5,0.0573,0.0393,0.0414,0.1578,0.0332,0.0588,0.0147,0.0538
nolan traore,1,0.0302,0.0231,0.055,0.1449,0.0278,0.0367,0.0253,0.136
nolan traore,2,0.03,0.0324,0.0566,0.1458,0.0307,0.0346,0.0174,0.0823
nolan traore,3,0.0302,0.0468,0.0461,0.1494,0.024,0.0337,0.0133,0.0781
nolan traore,4,0.0306,0.0184,0.0421,0.1476,0.0303,0.0351,0.007,0.0676
nolan traore,5,0.0262,0.019,0.0346,0.13,0.0244,0.0324,-0.0,0.0352
norman powell,1,-0.0203,-0.021,-0.0318,-0.015,-0.0314,-0.0258,0.0041,-0.0231
norman powell,2,-0.0229,-0.0264,-0.0451,-0.0241,-0.0314,-0.0308,-0.0019,-0.0311
norman powell,3,-0.019,-0.0221,-0.0515,-0.0258,-0.0287,-0.0101,-0.0089,-0.0413
norman powell,4,-0.0219,-0.0298,-0.0656,-0.0451,-0.0381,-0.0338,-0.0221,-0.0305
norman powell,5,-0.025,-0.0292,-0.0549,-0.0302,-0.0378,-0.0195,-0.0227,-0.0255
obi toppin,1,0.0132,0.0365,0.0042,0.0477,-0.0025,0.0125,-0.0002,-0.0072
obi toppin,2,-0.0205,0.0116,0.0091,-0.0039,-0.0138,-0.0209,-0.0019,-0.0153
obi toppin,3,-0.0147,0.0241,0.0086,-0.0146,-0.0089,-0.0197,-0.0015,-0.0196
obi toppin,4,-0.0124,0.0132,-0.0132,-0.0273,-0.0093,-0.0144,-0.0048,-0.0329
obi toppin,5,-0.0216,-0.0005,-0.0321,-0.0248,-0.0185,-0.0168,-0.0053,-0.0295
ochai agbaji,1,0.0238,0.012,0.022,0.0543,0.0245,0.0272,-0.0017,0.0352
ochai agbaji,2,0.0265,0.0143,0.0292,0.0505,0.0337,0.0259,0.0032,0.0285
ochai agbaji,3,0.0306,0.0249,0.038,0.0343,0.0286,0.0306,0.0044,0.0142
ochai agbaji,4,0.0281,0.0107,0.025,0.0287,0.0288,0.0291,0.006,0.0133
ochai agbaji,5,0.0268,0.0214,0.0354,0.0361,0.0233,0.0297,0.0074,0.0144
og anunoby,1,-0.0125,-0.0089,-0.0248,-0.0104,-0.017,-0.0132,-0.0051,-0.015
og anunoby,2,-0.0201,-0.0213,-0.0256,-0.004,-0.0128,-0.0179,-0.0041,-0.0224
og anunoby,3,-0.0209,-0.0193,-0.034,-0.0151,-0.0278,-0.0182,-0.008,-0.032
og anunoby,4,-0.0262,-0.0178,-0.0481,-0.0376,-0.0321,-0.0205,-0.0137,-0.0349
og anunoby,5,-0.0279,-0.0229,-0.0595,-0.0149,-0.0342,-0.0272,-0.016,-0.0326
olivier maxence prosper,1,0.0387,0.0409,0.0487,0.1029,0.0419,0.0356,0.0049,0.0687
olivier maxence prosper,2,0.0438,0.0485,0.0473,0.1499,0.04,0.039,0.0081,0.0793
olivier maxence prosper,3,0.0363,0.0362,0.0443,0.164,0.0346,0.0351,0.0051,0.0535
olivier maxence prosper,4,0.032,0.0371,0.0501,0.1688,0.0345,0.0314,0.0051,0.0618
olivier maxence prosper,5,0.0298,0.0473,0.0525,0.1541,0.0327,0.0304,0.0047,0.046
onyeka okongwu,1,-0.0034,-0.0124,-0.0276,-0.0175,-0.0105,-0.0051,-0.0154,-0.026
onyeka okongwu,2,-0.0131,-0.0332,-0.0336,-0.0148,-0.0182,-0.0128,-0.0155,-0.0262
onyeka okongwu,3,-0.0235,-0.038,-0.0119,-0.0304,-0.0189,-0.0274,-0.0127,-0.0297
onyeka okongwu,4,-0.0129,-0.0171,-0.0376,-0.0355,-0.0128,-0.0095,-0.0071,-0.0279
onyeka okongwu,5,-0.0204,-0.02,-0.0285,-0.0107,-0.019,-0.0192,-0.0098,-0.0262
orlando robinson,1,0.0267,0.024,0.0279,0.1409,0.0223,0.0264,0.0058,0.0915
orlando robinson,2,0.0234,0.0227,0.0268,0.1268,0.0229,0.024,0.0046,0.0552
orlando robinson,3,0.0223,0.0473,0.0221,0.1313,0.0263,0.0247,0.0029,0.0438
orlando robinson,4,0.0242,0.0299,0.0369,0.1297,0.0306,0.0296,-0.0002,0.0289
orlando robinson,5,0.0272,0.0248,0.0348,0.1322,0.0255,0.0307,0.0017,0.0241
oso ighodaro,1,0.0151,-0.0003,0.0584,0.0201,0.0152,0.0162,-0.0018,0.001
oso ighodaro,2,0.02,0.0141,0.0373,0.032,0.0136,0.0205,-0.0019,0.0238
oso ighodaro,3,0.0192,0.0126,0.0308,0.0383,0.0207,0.0199,-0.0021,0.0447
oso ighodaro,4,0.0184,0.0119,0.0389,0.0278,0.0406,0.0214,0.0034,0.0098
oso ighodaro,5,0.0219,0.003,0.0393,0.0212,0.0375,0.0254,0.0049,0.0217
pj washington,1,-0.0165,-0.0235,-0.0357,-0.0175,-0.0253,-0.0176,-0.0007,-0.0059
pj washington,2,-0.0125,-0.0061,-0.0313,-0.0182,-0.0193,-0.0127,-0.0036,-0.0204
pj washington,3,-0.0158,-0.0266,-0.0232,-0.0114,-0.0133,-0.0183,-0.0039,-0.031
pj washington,4,-0.0153,-0.0045,-0.0553,-0.0343,-0.0338,-0.0161,-0.0075,-0.0421
pj washington,5,-0.0183,-0.0157,-0.054,-0.0206,-0.0335,-0.0177,-0.015,-0.0324
pacome dadiet,1,0.0322,0.0157,0.0553,0.1661,0.0368,0.0331,0.0002,0.0236
pacome dadiet,2,0.0333,0.0212,0.058,0.1661,0.0377,0.0311,0.0016,0.0189
pacome dadiet,3,0.0325,0.0424,0.0474,0.1661,0.0344,0.0301,0.0006,0.0174
pacome dadiet,4,0.0312,0.0259,0.0386,0.1464,0.0282,0.0298,0.0061,0.006
pacome dadiet,5,0.032,0.0238,0.0474,0.1476,0.0317,0.034,0.0069,0.0107
paolo banchero,1,0.0211,-0.0079,0.0243,-0.0083,0.0088,0.0231,0.0019,-0.0035
paolo banchero,2,0.0104,-0.0154,-0.0342,-0.0205,-0.0004,0.0142,0.0011,-0.0178
paolo banchero,3,-0.0084,-0.0206,-0.0354,-0.0165,-0.0051,-0.0138,-0.0033,-0.0233
paolo banchero,4,-0.0168,-0.0137,-0.0201,-0.0122,-0.0162,-0.022,-0.0051,-0.03
paolo banchero,5,-0.0086,-0.0154,-0.0426,-0.0311,-0.0114,-0.0152,-0.0012,-0.0315
pascal siakam,1,-0.0177,-0.0412,-0.0501,-0.028,-0.0153,-0.0217,-0.0153,-0.0115
pascal siakam,2,-0.0234,-0.0419,-0.0617,-0.0495,-0.0325,-0.0333,-0.0126,-0.0225
pascal siakam,3,-0.024,-0.0489,-0.069,-0.0355,-0.0389,-0.0227,-0.0131,-0.0421
pascal siakam,4,-0.0263,-0.0495,-0.0673,-0.0274,-0.0414,-0.0307,-0.0177,-0.0539
pascal siakam,5,-0.0272,-0.0563,-0.0677,-0.0544,-0.0443,-0.0222,-0.0216,-0.0335
pat connaughton,1,0.0642,0.0294,0.0528,0.1247,0.0288,0.0638,-0.005,0.0412
pat connaughton,2,0.0621,0.0332,0.0561,0.1528,0.0239,0.0587,-0.0104,0.0333
pat connaughton,3,0.0632,0.0392,0.0482,0.1472,0.0268,0.0599,-0.016,0.0337
pat connaughton,4,0.0719,0.0426,0.0457,0.1453,0.0251,0.0685,-0.0137,0.0385
pat connaughton,5,0.0637,0.0466,0.0419,0.1303,0.0343,0.0674,-0.0115,0.0353
pat spencer,1,0.0109,0.0459,0.035,0.0335,0.026,0.0092,-0.0033,0.1424
pat spencer,2,0.0099,0.0356,0.0221,0.0322,0.0376,0.0119,-0.0035,0.0819
pat spencer,3,0.0101,0.0305,0.0148,0.0323,0.0239,0.0022,-0.0038,0.0533
pat spencer,4,0.0167,0.0456,0.0289,0.0335,0.0273,0.0131,-0.0059,0.0546
pat spencer,5,0.0243,0.0468,0.0394,0.0477,0.0201,0.0231,-0.0087,0.0456
patrick williams,1,0.011,0.021,0.0135,0.0124,0.018,0.0158,-0.0038,-0.0047
patrick williams,2,-0.0022,0.0233,0.0143,0.02,0.004,-0.0011,-0.0017,-0.0041
patrick williams,3,0.0081,0.0405,0.0191,0.0193,0.009,0.0048,-0.0027,-0.0026
patrick williams,4,0.0127,0.017,0.0184,0.0146,0.0109,0.0126,-0.0043,-0.0038
patrick williams,5,0.0044,0.0156,0.0158,0.0167,0.009,0.0017,-0.0026,-0.006
paul george,1,-0.0189,-0.0224,-0.0326,-0.0389,-0.0283,-0.0241,-0.013,-0.0289
paul george,2,-0.0199,-0.0321,-0.0342,-0.0297,-0.0224,-0.0277,-0.0185,-0.0314
paul george,3,-0.0178,-0.0365,-0.0403,-0.0438,-0.0294,-0.0174,-0.0257,-0.0335
paul george,4,-0.0136,-0.0277,-0.0554,-0.0168,-0.021,-0.017,-0.0256,-0.0243
paul george,5,-0.0203,-0.0343,-0.0626,-0.0307,-0.0257,-0.0186,-0.0295,-0.0234
paul reed,1,0.0342,0.02,0.0414,0.1264,0.0324,0.0311,0.0011,0.0715
paul reed,2,0.0298,0.021,0.0479,0.1864,0.0234,0.0271,-0.0042,0.0628
paul reed,3,0.0269,0.0384,0.0414,0.1829,0.0333,0.0291,-0.0031,0.0594
paul reed,4,0.0218,0.0394,0.0503,0.1875,0.0228,0.0231,0.002,0.0596
paul reed,5,0.0222,0.026,0.0331,0.1743,0.0345,0.0225,-0.0045,0.0583
payton pritchard,1,0.002,-0.0014,-0.0433,-0.0287,-0.0082,-0.0034,0.0115,-0.0312
payton pritchard,2,-0.005,-0.0223,-0.0274,-0.0319,-0.0136,-0.0095,0.012,-0.0373
payton pritchard,3,-0.0184,-0.0252,-0.0412,-0.0418,-0.0272,-0.03,0.0023,-0.0431
payton pritchard,4,-0.0134,-0.0023,-0.0317,-0.0253,-0.0223,-0.0028,-0.0121,-0.0132
payton pritchard,5,-0.02,-0.0235,-0.036,-0.048,-0.0316,-0.0155,-0.0108,-0.0367
pelle larsson,1,0.0127,0.0169,0.0541,0.0076,0.0032,0.0126,-0.0147,0.0112
pelle larsson,2,0.0125,0.0156,0.0226,0.0187,0.0062,0.0127,-0.0089,0.0086
pelle larsson,3,0.0053,0.0208,0.0138,0.0453,0.0111,0.005,-0.0119,0.0059
pelle larsson,4,0.009,0.0173,0.0154,0.0106,0.0114,0.0046,-0.0127,-0.0033
pelle larsson,5,0.0086,0.0213,0.0155,0.0075,0.0117,0.0047,-0.0089,-0.0081
pete nance,1,0.034,0.0268,0.0388,0.1842,0.0262,0.0291,0.0094,0.0673
pete nance,2,0.0325,0.0273,0.0437,0.1848,0.0318,0.0256,-0.0002,0.0584
pete nance,3,0.0303,0.0439,0.0209,0.1724,0.0204,0.0341,-0.0012,0.0334
pete nance,4,0.0273,0.0351,0.0445,0.1689,0.035,0.0259,0.0012,0.0256
pete nance,5,0.0232,0.0243,0.0358,0.1737,0.0154,0.0223,0.0029,0.0173
peyton watson,1,-0.0192,0.029,0.0066,-0.0103,0.0041,-0.0179,0.0092,-0.0276
peyton watson,2,-0.0243,0.0461,-0.0224,-0.0187,-0.0084,-0.0198,0.0039,-0.0179
peyton watson,3,-0.0146,0.0516,-0.0388,-0.0115,-0.0052,-0.018,0.0047,-0.0243
peyton watson,4,-0.012,0.0483,-0.0125,-0.0061,-0.0066,-0.0113,0.0005,-0.0203
peyton watson,5,-0.0148,0.0362,-0.0257,-0.0161,-0.0082,-0.0166,-0.0016,-0.0294
pj hall,1,0.0473,0.0374,0.0641,0.1778,0.0379,0.044,0.0035,0.041
pj hall,2,0.0554,0.05,0.0683,0.1776,0.0412,0.0476,0.0062,0.0432
pj hall,3,0.0413,0.0718,0.0496,0.1787,0.0388,0.0463,0.0086,0.0444
pj hall,4,0.0602,0.0344,0.0418,0.1605,0.035,0.0473,0.0064,0.0288
pj hall,5,0.0484,0.05,0.0549,0.1495,0.0349,0.0475,0.0034,0.0194
precious achiuwa,1,0.0279,0.0343,0.0273,0.0204,0.0258,0.0288,0.0018,0.0106
precious achiuwa,2,0.0315,0.0289,0.019,0.0308,0.0302,0.0326,0.0003,0.018
precious achiuwa,3,0.0324,0.0304,0.0283,0.0191,0.0257,0.0352,-0.0027,0.0145
precious achiuwa,4,0.0315,0.0335,0.0261,0.0222,0.0325,0.0327,-0.0009,0.0149
precious achiuwa,5,0.0256,0.0217,0.021,0.0122,0.0141,0.0275,-0.0011,0.0121
quentin grimes,1,-0.0174,0.0025,-0.0263,-0.0164,-0.01,-0.0155,0.0001,-0.0283
quentin grimes,2,-0.0136,-0.0325,-0.0366,-0.0192,-0.0088,-0.0179,-0.0026,-0.0282
quentin grimes,3,-0.0219,-0.036,-0.0295,-0.0224,-0.0153,-0.0167,0.0053,-0.0315
quentin grimes,4,-0.0204,-0.0306,-0.0233,-0.0338,-0.023,-0.0154,0.01,-0.0267
quentin grimes,5,-0.0171,-0.0155,-0.0365,-0.0104,-0.0159,-0.0152,0.0056,-0.0272
quenton jackson,1,0.0266,0.0144,0.056,0.0208,0.0301,0.0252,-0.0062,0.0432
quenton jackson,2,0.0213,0.014,0.0566,0.0127,0.0268,0.0248,-0.0068,0.0115
quenton jackson,3,0.0197,0.0167,0.039,0.0271,0.0295,0.0215,-0.0034,0.0164
quenton jackson,4,0.0122,0.0076,0.0355,0.0137,0.0136,0.0153,-0.003,0.0213
quenton jackson,5,0.0063,0.0113,0.0356,0.0168,0.0116,0.0021,-0.0049,0.0138
quinten post,1,0.0187,-0.0002,0.0509,0.0186,0.0196,0.0188,0.0003,0.0481
quinten post,2,0.0276,0.0093,0.0305,0.0372,0.0347,0.028,0.0016,0.0483
quinten post,3,0.0257,0.0143,0.0247,0.0356,0.0277,0.0225,0.0017,0.0507
quinten post,4,0.0273,0.0154,0.0333,0.0266,0.0458,0.0281,0.0019,0.0157
quinten post,5,0.0286,0.0133,0.0404,0.0294,0.0331,0.0265,-0.0008,0.0172
rasheer fleming,1,0.0337,0.0348,0.06,0.1832,0.0302,0.0324,0.0286,0.1249
rasheer fleming,2,0.0357,0.0416,0.064,0.1832,0.0338,0.03,0.0211,0.0779
rasheer fleming,3,0.0299,0.0594,0.046,0.1834,0.0251,0.0239,0.0195,0.0767
rasheer fleming,4,0.0285,0.0318,0.0302,0.184,0.0334,0.0299,0.0064,0.0697
rasheer fleming,5,0.0256,0.0328,0.0378,0.1702,0.023,0.0263,0.0043,0.0508
rayan rupert,1,0.0381,0.0224,0.053,0.0669,0.0316,0.0405,0.0059,0.0478
rayan rupert,2,0.0381,0.0247,0.053,0.1477,0.0334,0.0434,0.0137,0.0604
rayan rupert,3,0.0336,0.0298,0.0447,0.1537,0.034,0.0408,0.0179,0.0339
rayan rupert,4,0.0357,0.0261,0.0481,0.1492,0.0323,0.0436,0.0071,0.0448
rayan rupert,5,0.0346,0.0364,0.0516,0.1509,0.0337,0.0414,-0.0016,0.0421
rayj dennis,1,0.0255,0.0241,0.0482,0.0302,0.0214,0.0228,-0.0085,0.1459
rayj dennis,2,0.0316,0.0185,0.0169,0.0442,0.0445,0.0287,-0.0121,0.1205
rayj dennis,3,0.0216,0.0221,0.011,0.082,0.0244,0.0158,-0.0088,0.1158
rayj dennis,4,0.0275,0.039,0.0325,0.083,0.036,0.0247,-0.0082,0.0554
rayj dennis,5,0.0222,0.0344,0.0318,0.0807,0.0195,0.0255,-0.0091,0.0527
reed sheppard,1,0.003,-0.0131,0.0325,0.0163,0.0037,-0.0014,0.0277,0.0078
reed sheppard,2,0.0088,-0.0109,0.0357,0.0208,-0.0052,0.0056,0.0195,0.001
reed sheppard,3,0.001,-0.0143,0.0132,0.0137,0.0022,-0.0015,0.0163,-0.0149
reed sheppard,4,-0.0029,-0.0101,-0.0234,0.0172,-0.0013,-0.0018,0.0036,-0.0203
reed sheppard,5,-0.0027,-0.0181,-0.0202,0.0127,0.0015,-0.0053,0.0097,-0.02
riley minix,1,0.033,0.0324,0.032,0.1901,0.0255,0.0275,0.0075,0.0903
riley minix,2,0.0348,0.0329,0.0371,0.1898,0.031,0.0285,-0.0006,0.049
riley minix,3,0.028,0.0491,0.0236,0.1892,0.0242,0.0257,-0.0007,0.0417
riley minix,4,0.0265,0.0329,0.0195,0.1704,0.0354,0.0337,-0.0009,0.0174
riley minix,5,0.0296,0.0261,0.035,0.172,0.0192,0.0271,-0.0019,0.0131
rj barrett,1,-0.0096,-0.0117,-0.029,-0.0297,-0.0197,-0.0078,-0.0015,-0.0046
rj barrett,2,-0.0204,-0.0123,-0.0287,-0.0329,-0.021,-0.0138,-0.0023,-0.0166
rj barrett,3,-0.0164,-0.0081,-0.0264,-0.0222,-0.0163,-0.018,-0.0084,-0.0268
rj barrett,4,-0.0084,-0.011,-0.043,-0.0358,-0.0168,-0.0065,-0.0123,-0.0327
rj barrett,5,-0.0133,-0.0116,-0.0313,-0.0117,-0.0197,-0.0077,-0.0129,-0.0283
rob dillingham,1,0.0397,0.0126,0.0456,0.0273,0.0203,0.0312,-0.0095,0.0191
rob dillingham,2,0.0487,0.0287,0.0469,0.0696,0.0403,0.0343,-0.014,0.0467
rob dillingham,3,0.0399,0.0276,0.0405,0.1545,0.0203,0.0252,-0.0105,0.0931
rob dillingham,4,0.0378,0.0327,0.0406,0.1838,0.0352,0.0333,-0.0093,0.0614
rob dillingham,5,0.0324,0.0415,0.041,0.1804,0.021,0.0258,-0.0098,0.0669
robert williams,1,0.0434,0.0375,0.0468,0.0653,0.0344,0.0448,-0.0006,0.0234
robert williams,2,0.0449,0.0392,0.0487,0.0805,0.0312,0.0452,-0.0011,0.0177
robert williams,3,0.037,0.04,0.0407,0.0662,0.0281,0.0326,-0.0049,0.0168
robert williams,4,0.0321,0.0328,0.0398,0.0576,0.0223,0.0254,-0.0048,0.0219
robert williams,5,0.031,0.0373,0.033,0.0388,0.0227,0.0226,-0.0034,0.0198
ron harper,1,0.0351,0.0193,0.0433,0.1848,0.0271,0.029,-0.0027,0.1203
ron harper,2,0.0332,0.0206,0.0416,0.1706,0.03,0.0278,-0.0001,0.0538
ron harper,3,0.0304,0.0414,0.0442,0.1704,0.0254,0.0275,-0.0022,0.048
ron harper,4,0.0214,0.026,0.0366,0.1753,0.0321,0.0238,0.0014,0.0318
ron harper,5,0.026,0.0246,0.0503,0.1759,0.0242,0.0263,0.0021,0.0289
ronald holland,1,0.0174,-0.0069,0.0204,0.0097,0.005,0.0171,-0.0125,0.0002
ronald holland,2,0.019,0.0032,0.0212,0.0191,0.0096,0.0185,-0.0119,-0.0051
ronald holland,3,0.0131,0.0077,0.0225,0.0469,0.0047,0.0119,-0.0155,-0.0089
ronald holland,4,0.0022,0.0182,0.0118,0.0196,0.0173,0.0024,-0.0075,-0.0173
ronald holland,5,0.0058,0.0224,0.0213,0.0175,0.0103,0.0063,-0.0111,-0.0054
royce oneale,1,-0.0177,-0.0195,-0.0363,-0.0321,-0.0202,-0.022,-0.0073,-0.0079
royce oneale,2,-0.0147,-0.0173,-0.0223,-0.0246,-0.0147,-0.0217,-0.0175,-0.0141
royce oneale,3,-0.0171,-0.0244,-0.044,-0.0292,-0.017,-0.0235,-0.0107,-0.0234
royce oneale,4,-0.0203,-0.0184,-0.0452,-0.0359,-0.0256,-0.0268,-0.0188,-0.0334
royce oneale,5,-0.0217,-0.0252,-0.049,-0.0202,-0.0184,-0.0283,-0.0206,-0.0356
rudy gobert,1,-0.0038,-0.0296,0.0026,-0.0225,-0.0117,-0.0076,-0.0142,-0.009
rudy gobert,2,-0.0184,-0.0395,-0.0117,-0.0318,-0.0195,-0.0197,-0.0151,-0.0142
rudy gobert,3,-0.0177,-0.0342,-0.0353,-0.0358,-0.0129,-0.0244,-0.0183,-0.024
rudy gobert,4,-0.001,-0.0296,-0.0267,-0.0235,-0.0228,-0.0117,-0.011,-0.0314
rudy gobert,5,-0.007,-0.0377,-0.0346,-0.0443,-0.0213,-0.02,-0.0202,-0.0305
rui hachimura,1,-0.0214,-0.0309,0.0067,-0.0347,-0.0227,-0.0233,-0.0055,-0.0203
rui hachimura,2,-0.0181,-0.0177,0.0024,-0.0215,-0.0245,-0.0194,-0.007,-0.0228
rui hachimura,3,-0.009,-0.0176,-0.0083,-0.0224,-0.011,-0.0144,-0.0075,-0.0228
rui hachimura,4,-0.0141,-0.0256,-0.0366,-0.0344,-0.0255,-0.0169,-0.006,-0.0268
rui hachimura,5,-0.0188,-0.0166,-0.0281,-0.0216,-0.0271,-0.0154,-0.0054,-0.0291
russell westbrook,1,-0.0217,-0.0277,-0.0547,-0.0403,-0.0325,-0.0234,-0.0136,-0.0064
russell westbrook,2,-0.0219,-0.0251,-0.0559,-0.0212,-0.0248,-0.0242,-0.0181,-0.0124
russell westbrook,3,-0.0201,-0.022,-0.0587,-0.0388,-0.0258,-0.0224,-0.0227,-0.0291
russell westbrook,4,-0.0185,-0.022,-0.0593,-0.0242,-0.027,-0.0234,-0.0223,-0.0315
russell westbrook,5,-0.0168,-0.0208,-0.0598,-0.0402,-0.027,-0.0243,-0.0276,-0.0304
ryan dunn,1,0.0056,0.0044,0.0488,-0.0033,0.001,0.0068,0.0239,-0.018
ryan dunn,2,0.0093,0.0033,0.0287,0.0019,-0.0011,0.0114,0.0168,-0.007
ryan dunn,3,0.0055,-0.0021,0.0201,0.0231,0.015,0.0029,0.0109,-0.0054
ryan dunn,4,0.0052,0.0019,0.0003,0.0115,0.0102,0.0038,0.0013,-0.0144
ryan dunn,5,0.0051,-0.0004,-0.0029,0.011,0.0054,0.0052,-0.009,-0.0119
ryan kalkbrenner,1,0.0228,0.038,0.019,0.034,0.0047,0.0202,0.0293,0.1331
ryan kalkbrenner,2,0.0058,0.0249,0.0183,0.0016,-0.0001,0.0032,0.0211,0.0101
ryan kalkbrenner,3,0.0058,0.0345,0.0291,-0.0241,-0.0086,-0.0006,0.0179,-0.0077
ryan kalkbrenner,4,-0.0001,0.0173,-0.0126,-0.0081,0.0093,-0.0024,0.0016,-0.0037
ryan kalkbrenner,5,-0.0015,0.0166,-0.0199,-0.0052,0.0068,-0.001,0.0001,-0.0137
ryan nembhard,1,0.0289,0.0299,0.0623,0.0636,0.0315,0.0296,0.0271,0.1341
ryan nembhard,2,0.0241,0.0357,0.0599,0.0225,0.0356,0.0218,0.0189,0.0326
ryan nembhard,3,0.0263,0.0534,0.0402,0.0161,0.032,0.0238,0.0164,0.0254
ryan nembhard,4,0.0247,0.0423,0.0316,0.0141,0.0323,0.022,0.0026,0.029
ryan nembhard,5,0.028,0.0252,0.0359,0.035,0.0335,0.0278,0.0093,0.0073
ryan rollins,1,-0.0,0.0196,0.0281,-0.039,-0.0182,0.0012,0.0157,0.1321
ryan rollins,2,-0.0009,0.0094,-0.006,-0.028,-0.0227,0.0027,0.0141,0.0028
ryan rollins,3,-0.0049,0.004,-0.0046,-0.0373,-0.0192,-0.0015,0.0005,-0.0102
ryan rollins,4,-0.0161,-0.043,-0.033,-0.0132,-0.027,-0.0182,-0.0134,-0.0213
ryan rollins,5,-0.0163,-0.0431,-0.0176,-0.0418,-0.0263,-0.0163,-0.0133,-0.0338
saddiq bey,1,0.0159,-0.0188,0.0017,-0.0262,0.0052,0.017,0.0133,-0.0056
saddiq bey,2,0.0071,-0.0118,-0.0223,-0.0343,-0.0002,0.0094,0.0052,-0.0111
saddiq bey,3,-0.0213,-0.0176,-0.0368,0.0015,-0.0187,-0.0226,-0.0003,-0.0179
saddiq bey,4,-0.0181,-0.0087,-0.0079,-0.0233,-0.0074,-0.0198,-0.0025,-0.0298
saddiq bey,5,-0.0118,-0.0176,-0.0353,-0.0264,-0.0008,-0.0173,-0.0042,-0.0283
sam hauser,1,-0.0081,0.0013,0.0036,-0.0015,0.02,-0.0098,-0.009,-0.0055
sam hauser,2,0.0091,0.0015,0.0353,0.0106,0.0208,-0.0029,-0.0146,-0.0056
sam hauser,3,-0.0078,-0.0111,0.0134,0.006,0.0079,-0.0116,-0.0147,-0.0133
sam hauser,4,-0.0002,-0.0145,0.0125,-0.002,-0.0069,-0.0148,-0.0085,-0.0172
sam hauser,5,-0.012,-0.011,0.0084,-0.0016,-0.0055,-0.0092,-0.0126,-0.0175
sam merrill,1,0.0036,-0.0018,-0.0084,0.0052,-0.0037,0.006,0.0051,-0.0057
sam merrill,2,-0.0136,-0.0189,-0.0306,-0.0121,-0.0165,-0.0158,-0.0001,-0.021
sam merrill,3,-0.0149,-0.0174,-0.0239,-0.0221,-0.0126,-0.0138,-0.0081,-0.0253
sam merrill,4,-0.0132,-0.0107,-0.0379,-0.02,-0.0171,-0.0185,-0.0183,-0.0364
sam merrill,5,-0.0198,-0.0166,-0.0426,-0.031,-0.0212,-0.0186,-0.0138,-0.034
sandro mamukelashvili,1,0.0371,0.0395,0.029,0.0275,0.0271,0.0344,0.0028,0.012
sandro mamukelashvili,2,0.0285,0.0423,0.0414,0.0199,0.0349,0.0257,-0.0026,0.0091
sandro mamukelashvili,3,0.0218,0.0382,0.0347,0.0278,0.0212,0.0251,-0.0003,0.0106
sandro mamukelashvili,4,0.0241,0.0258,0.0386,0.03,0.0369,0.0274,-0.0002,0.0116
sandro mamukelashvili,5,0.0206,0.0282,0.0269,0.023,0.0177,0.023,-0.0058,0.0072
santi aldama,1,-0.0116,0.014,-0.0172,-0.0056,-0.0053,-0.0112,0.0071,-0.0196
santi aldama,2,-0.0159,-0.0071,-0.0192,-0.0145,0.0031,-0.0184,-0.0101,-0.0236
santi aldama,3,-0.0114,-0.0138,-0.012,-0.0233,-0.0169,-0.0111,-0.0162,-0.0226
santi aldama,4,-0.0169,-0.0193,-0.021,-0.0148,-0.0125,-0.019,-0.0157,-0.0253
santi aldama,5,-0.0101,-0.002,-0.0283,-0.0235,-0.0035,-0.0086,-0.0094,-0.025
scoot henderson,1,0.0069,0.0207,0.0364,0.0163,0.0091,0.0041,0.0277,-0.0092
scoot henderson,2,0.0069,0.0245,0.0401,0.0105,0.0017,0.0035,0.0192,-0.0077
scoot henderson,3,0.0069,0.0269,0.0208,-0.001,0.0006,0.005,0.0156,-0.0076
scoot henderson,4,-0.0028,0.0124,-0.0176,-0.0088,-0.006,-0.0044,0.0031,-0.0287
scoot henderson,5,-0.0069,0.0103,-0.0238,-0.0086,-0.0011,-0.0061,0.0045,-0.0208
scottie barnes,1,-0.0091,-0.0312,-0.0256,-0.0188,-0.02,-0.0086,0.0355,-0.0119
scottie barnes,2,-0.0117,-0.0339,-0.0424,-0.0302,-0.0174,-0.0125,0.0276,-0.0176
scottie barnes,3,-0.0213,-0.0405,-0.0378,-0.0307,-0.0238,-0.0201,0.0245,-0.0389
scottie barnes,4,-0.0145,-0.038,-0.0384,-0.0411,-0.0251,-0.0112,0.0296,-0.0463
scottie barnes,5,-0.0138,-0.0351,-0.0359,-0.0227,-0.0225,-0.0179,0.0203,-0.0193
seth curry,1,0.0397,0.011,0.0332,0.0957,0.0143,0.0411,-0.0082,0.0139
seth curry,2,0.0436,0.0128,0.0354,0.0569,0.0074,0.0436,-0.0202,0.0113
seth curry,3,0.0486,0.0096,0.0316,0.0244,0.0054,0.051,-0.0158,0.0142
seth curry,4,0.0564,0.0075,0.042,0.0368,0.0177,0.0559,-0.014,0.0178
seth curry,5,0.0474,0.0072,0.0337,0.031,0.0082,0.0487,-0.0138,0.0185
