player_name_clean,year_ahead,Shooting,Playmaking,Perimeter_Defense,Interior_Defense,Rebounding,Scoring,Efficiency,Impact
devin carter,5,0.0266,0.0314,0.0464,0.171,0.0352,0.0243,-0.0005,0.0515
devin vassell,1,-0.0262,-0.036,-0.0311,-0.0226,-0.0154,-0.0218,-0.0,-0.019
devin vassell,2,-0.0322,-0.0319,-0.0246,-0.0206,-0.0238,-0.0344,-0.0017,-0.0287
devin vassell,3,-0.0084,-0.0356,-0.0325,-0.0286,-0.0215,-0.0117,0.0003,-0.0361
devin vassell,4,-0.018,-0.0285,-0.0247,-0.0292,-0.0193,-0.0255,0.0005,-0.0361
devin vassell,5,-0.0157,-0.0184,-0.0354,-0.0215,-0.0175,-0.0185,-0.0004,-0.0065
dillon brooks,1,-0.0082,-0.0251,-0.03,-0.0172,-0.0218,-0.0136,-0.0007,0.0182
dillon brooks,2,-0.0141,-0.0094,-0.0366,-0.0353,-0.0259,-0.0192,-0.0081,0.0188
dillon brooks,3,-0.014,-0.0315,-0.0433,-0.0182,-0.0291,-0.0159,-0.0169,-0.0038
dillon brooks,4,-0.0141,-0.0276,-0.0638,-0.0381,-0.034,-0.0186,-0.0131,-0.0405
dillon brooks,5,-0.0202,-0.0119,-0.0643,-0.0192,-0.0324,-0.0157,-0.0175,-0.0324
domantas sabonis,1,-0.014,-0.0259,-0.0284,-0.0313,-0.019,-0.0152,-0.0132,-0.0122
domantas sabonis,2,-0.0178,-0.0168,-0.0433,-0.0419,-0.0298,-0.0167,-0.0179,-0.0283
domantas sabonis,3,-0.0141,-0.027,-0.0439,-0.029,-0.0319,-0.0116,-0.0168,-0.0347
domantas sabonis,4,-0.0241,-0.0157,-0.062,-0.0505,-0.0402,-0.0302,-0.0177,-0.0393
domantas sabonis,5,-0.0247,-0.0174,-0.0626,-0.0361,-0.036,-0.0171,-0.0204,-0.0065
dominick barlow,1,0.0011,0.0229,0.0116,0.0108,0.0076,0.0025,-0.004,0.125
dominick barlow,2,-0.0033,0.0211,-0.0109,-0.0038,-0.0008,-0.0018,0.0,-0.0104
dominick barlow,3,0.0113,0.0284,-0.0108,-0.0124,-0.003,0.0044,0.0002,0.002
dominick barlow,4,0.0009,0.019,-0.0094,-0.0045,-0.0027,0.0054,0.0019,-0.0107
dominick barlow,5,0.0101,0.0019,-0.0015,-0.003,0.0044,0.008,0.0019,-0.0144
donovan clingan,1,0.0135,-0.0093,0.0352,-0.0221,-0.0008,0.0145,0.0119,-0.0103
donovan clingan,2,0.0137,-0.0053,0.0197,-0.0177,-0.0062,0.0148,0.0086,-0.0182
donovan clingan,3,0.0047,-0.0128,0.0097,-0.0063,0.0083,0.006,-0.0029,-0.0306
donovan clingan,4,0.0056,0.0012,-0.0192,-0.0238,0.0081,0.004,-0.0011,-0.0163
donovan clingan,5,0.0061,-0.0093,-0.0256,-0.0239,-0.0052,0.0041,0.0032,-0.0204
donovan mitchell,1,-0.0131,-0.0285,-0.0281,-0.0214,-0.0177,-0.0127,0.0149,-0.0009
donovan mitchell,2,-0.0153,-0.0249,-0.0468,-0.03,-0.0303,-0.0179,0.0104,-0.0133
donovan mitchell,3,-0.015,-0.0248,-0.0497,-0.0371,-0.0349,-0.0089,-0.0023,-0.0457
donovan mitchell,4,-0.0162,-0.0237,-0.0618,-0.0205,-0.0394,-0.0236,-0.0054,-0.0462
donovan mitchell,5,-0.0113,-0.0239,-0.0549,-0.0416,-0.0333,-0.017,0.0013,-0.0305
donte divincenzo,1,-0.0096,-0.0121,-0.0219,-0.0037,-0.0169,-0.0093,-0.0019,-0.0101
donte divincenzo,2,-0.0123,-0.0174,-0.0393,-0.019,-0.0247,-0.0192,-0.0063,-0.0173
donte divincenzo,3,-0.0212,-0.0132,-0.0277,-0.0302,-0.0279,-0.0204,-0.0097,-0.0371
donte divincenzo,4,-0.0141,-0.0193,-0.0502,-0.0297,-0.0315,-0.0184,-0.0157,-0.0376
donte divincenzo,5,-0.0187,-0.0234,-0.053,-0.0427,-0.0336,-0.0226,-0.0125,-0.0207
doug mcdermott,1,0.0446,0.0274,0.0301,0.1728,0.0233,0.0424,-0.0065,0.1176
doug mcdermott,2,0.047,0.0254,0.0342,0.1694,0.0244,0.042,-0.0147,0.0527
doug mcdermott,3,0.0436,0.0413,0.029,0.1742,0.0195,0.0386,-0.0135,0.0526
doug mcdermott,4,0.0371,0.0321,0.0301,0.1564,0.0223,0.0316,-0.0114,0.0407
doug mcdermott,5,0.0381,0.0223,0.0348,0.1566,0.0289,0.0324,-0.0169,0.0328
drake powell,1,0.0248,0.0244,0.0528,0.0586,0.0264,0.0291,0.0233,0.1283
drake powell,2,0.0216,0.0309,0.054,0.0268,0.0294,0.0238,0.0152,0.0096
drake powell,3,0.0223,0.0451,0.0389,0.0131,0.0232,0.0262,0.012,0.0012
drake powell,4,0.0191,0.0129,0.033,0.0066,0.0333,0.0218,0.0057,-0.0118
drake powell,5,0.0185,0.0124,0.0289,0.0069,0.022,0.0258,-0.0025,0.0012
draymond green,1,-0.0198,-0.0252,-0.0403,-0.0414,-0.0231,-0.0275,-0.0208,-0.0216
draymond green,2,-0.0201,-0.0266,-0.0367,-0.0307,-0.0244,-0.0233,-0.0217,-0.0279
draymond green,3,-0.0209,-0.0269,-0.0517,-0.0518,-0.0244,-0.028,-0.0225,-0.0369
draymond green,4,-0.0175,-0.0236,-0.057,-0.0382,-0.0217,-0.0175,-0.022,-0.0293
draymond green,5,-0.011,-0.0221,-0.0603,-0.0283,-0.0217,-0.0155,-0.023,-0.0025
drew eubanks,1,0.035,0.036,0.0442,0.0549,0.0337,0.0363,0.0005,0.0157
drew eubanks,2,0.0374,0.0323,0.0374,0.0723,0.0399,0.0381,0.0021,0.02
drew eubanks,3,0.0343,0.0215,0.0376,0.105,0.0328,0.0328,-0.0027,0.0177
drew eubanks,4,0.0356,0.0314,0.0387,0.1335,0.0228,0.0297,-0.0006,0.0194
drew eubanks,5,0.0301,0.0444,0.0318,0.1237,0.028,0.0237,-0.0021,0.0188
drew peterson,1,0.0274,0.0095,0.0471,0.1283,0.0248,0.0258,0.0028,0.0887
drew peterson,2,0.0206,0.0207,0.0524,0.1523,0.0284,0.0215,0.0031,0.081
drew peterson,3,0.0244,0.0154,0.0367,0.1376,0.0231,0.0262,0.0063,0.0446
drew peterson,4,0.0294,0.0291,0.043,0.1373,0.037,0.0308,0.0052,0.0389
drew peterson,5,0.0317,0.0223,0.0271,0.1249,0.014,0.0282,0.0035,0.0397
drew timme,1,0.0288,0.023,0.0293,0.1457,0.0242,0.0283,0.0078,0.0627
drew timme,2,0.0245,0.0235,0.0338,0.1452,0.0274,0.0228,0.0017,0.0538
drew timme,3,0.0257,0.0432,0.0259,0.1484,0.0297,0.0282,-0.0007,0.0488
drew timme,4,0.028,0.0263,0.0239,0.1329,0.0319,0.0278,-0.0003,0.0202
drew timme,5,0.0281,0.0253,0.038,0.1331,0.0304,0.0297,0.0002,0.0121
dru smith,1,0.0154,0.0166,0.048,0.0224,0.0364,0.0155,0.0009,0.1421
dru smith,2,0.023,0.0188,0.0504,0.0428,0.0444,0.0221,0.0033,0.0473
dru smith,3,0.0321,0.0323,0.0327,0.0356,0.034,0.0311,-0.0014,0.0194
dru smith,4,0.0266,0.0203,0.0469,0.0301,0.0211,0.0229,-0.0044,0.0117
dru smith,5,0.0205,0.0207,0.0371,0.0228,0.0256,0.0215,-0.0066,0.0134
duncan robinson,1,-0.0195,-0.0305,-0.0237,-0.0232,-0.0236,-0.0214,-0.0074,-0.0281
duncan robinson,2,-0.0204,-0.0223,-0.0348,-0.0291,-0.0245,-0.0245,-0.0095,-0.0311
duncan robinson,3,-0.0206,-0.0245,-0.016,-0.037,-0.0173,-0.025,-0.0158,-0.033
duncan robinson,4,-0.0216,-0.0233,-0.0515,-0.0152,-0.0218,-0.0249,-0.0102,-0.0335
duncan robinson,5,-0.0254,-0.0298,-0.0428,-0.0377,-0.029,-0.0269,-0.0151,-0.032
duop reath,1,0.0325,0.0248,0.0518,0.0608,0.039,0.0389,-0.0016,0.0351
duop reath,2,0.0379,0.0203,0.036,0.1153,0.0334,0.0401,-0.0021,0.0567
duop reath,3,0.0379,0.0172,0.0393,0.1433,0.0281,0.0431,-0.0025,0.0426
duop reath,4,0.0361,0.0439,0.0408,0.1331,0.0238,0.0385,-0.0052,0.0365
duop reath,5,0.0523,0.0333,0.0561,0.147,0.03,0.0595,-0.0068,0.0407
dwight powell,1,0.0283,0.0131,0.0285,0.0309,-0.0001,0.0216,-0.0128,0.0226
dwight powell,2,0.0258,0.0074,0.0288,0.0116,0.0019,0.0228,-0.0118,0.0133
dwight powell,3,0.0338,0.0085,0.0272,0.0115,-0.0012,0.0313,-0.0165,0.0117
dwight powell,4,0.0404,-0.0053,0.022,-0.0007,0.0095,0.0318,-0.0133,0.0118
dwight powell,5,0.0439,0.0097,0.0336,-0.0127,-0.0029,0.0355,-0.0096,0.0124
dylan cardwell,1,0.0307,0.0239,0.0451,0.1444,0.0235,0.0326,0.026,0.1444
dylan cardwell,2,0.024,0.0314,0.0338,0.147,0.0251,0.024,0.0169,0.1067
dylan cardwell,3,0.022,0.0424,0.0317,0.1509,0.0269,0.0229,0.0142,0.1017
dylan cardwell,4,0.0258,0.0324,0.03,0.1476,0.0358,0.0262,0.0024,0.0832
dylan cardwell,5,0.0264,0.0229,0.025,0.1331,0.0282,0.029,-0.0031,0.0431
dylan harper,1,0.028,0.0331,0.0626,0.0673,0.0238,0.0283,0.0231,0.1263
dylan harper,2,0.0209,0.0359,0.0668,0.027,0.0318,0.0186,0.0159,0.0148
dylan harper,3,0.0238,0.0512,0.0564,0.0157,0.0122,0.0259,0.014,0.0151
dylan harper,4,0.0141,0.0313,0.0416,0.0128,0.0178,0.012,0.004,0.0175
dylan harper,5,0.006,0.0185,0.0253,0.0147,0.0041,0.0116,-0.0029,0.003
dyson daniels,1,0.0086,0.0003,0.0349,-0.0206,-0.0101,0.0083,0.0066,0.0028
dyson daniels,2,-0.0125,-0.019,-0.0251,-0.0282,-0.0161,-0.0101,0.0117,-0.0252
dyson daniels,3,-0.0133,-0.0295,-0.0295,-0.0126,-0.0158,-0.0091,0.016,-0.0316
dyson daniels,4,-0.021,-0.0237,-0.0175,-0.0183,-0.0204,-0.019,0.0167,-0.0458
dyson daniels,5,-0.0171,-0.0187,-0.0441,-0.023,-0.0231,-0.0094,0.0136,-0.0321
ej liddell,1,0.0352,0.0309,0.0523,0.1756,0.039,0.0311,0.0102,0.1171
ej liddell,2,0.0321,0.0364,0.0568,0.1772,0.044,0.0265,0.0089,0.0675
ej liddell,3,0.03,0.0515,0.045,0.1531,0.0411,0.029,0.0004,0.038
ej liddell,4,0.0307,0.0529,0.0488,0.1541,0.0347,0.0323,-0.0004,0.0263
ej liddell,5,0.0314,0.0394,0.0526,0.1523,0.0301,0.0345,0.0008,0.0197
egor demin,1,0.0247,0.0361,0.0476,0.0437,0.0184,0.0245,0.0265,0.127
egor demin,2,0.0172,0.0286,0.0501,0.0199,0.022,0.0151,0.0184,0.0111
egor demin,3,0.0203,0.0516,0.045,0.0249,0.012,0.0202,0.0138,0.0052
egor demin,4,0.0107,0.0173,0.0212,0.029,0.0102,0.0101,0.002,0.0031
egor demin,5,0.0024,0.0044,0.0123,0.0146,0.0029,-0.0002,0.0085,-0.0174
elijah harkless,1,0.0294,0.0178,0.0284,0.1203,0.0308,0.0326,0.0047,0.0785
elijah harkless,2,0.0273,0.0157,0.0325,0.1544,0.0268,0.0323,0.0088,0.0803
elijah harkless,3,0.0293,0.0263,0.0375,0.1442,0.0321,0.0338,0.0051,0.073
elijah harkless,4,0.0305,0.0203,0.03,0.137,0.0274,0.0362,0.0081,0.038
elijah harkless,5,0.0332,0.0212,0.0481,0.135,0.04,0.0362,-0.0005,0.0341
emanuel miller,1,0.0488,0.0356,0.0589,0.1847,0.0374,0.0437,0.0121,0.1349
emanuel miller,2,0.0516,0.042,0.0653,0.1868,0.042,0.0444,0.0156,0.0904
emanuel miller,3,0.0466,0.0596,0.0547,0.1725,0.0404,0.0442,0.0146,0.081
emanuel miller,4,0.0503,0.0354,0.0442,0.1532,0.0361,0.0485,0.0058,0.0397
emanuel miller,5,0.0493,0.0425,0.05,0.1584,0.0352,0.0489,0.003,0.0348
eric gordon,1,0.0539,0.0149,0.0424,0.1229,0.0176,0.0568,-0.0094,0.0509
eric gordon,2,0.056,0.0209,0.0437,0.1289,0.0094,0.0586,-0.0185,0.0542
eric gordon,3,0.0605,0.0169,0.0314,0.1272,0.0102,0.0619,-0.0163,0.06
eric gordon,4,0.0655,0.0314,0.0439,0.1278,0.0191,0.0646,-0.0145,0.0515
eric gordon,5,0.0639,0.0216,0.0285,0.1265,0.0193,0.0638,-0.0158,0.054
ethan thompson,1,0.0195,0.0108,0.032,0.0279,0.0065,0.016,0.0236,0.1329
ethan thompson,2,0.0087,-0.006,0.0298,-0.0016,0.0073,0.0013,0.0148,0.0126
ethan thompson,3,0.0021,-0.0099,0.0203,-0.0001,0.0045,0.0013,0.0115,-0.0038
ethan thompson,4,0.0092,-0.0119,0.0127,0.0082,0.0098,0.0122,0.0042,-0.0013
ethan thompson,5,0.0082,0.0035,0.0057,0.0014,-0.0037,0.0048,-0.0068,-0.0082
evan mobley,1,-0.0102,-0.0159,-0.033,-0.0354,-0.0225,-0.0119,0.0029,-0.01
evan mobley,2,-0.0135,-0.034,-0.0321,-0.0155,-0.0197,-0.0178,0.0008,-0.0155
evan mobley,3,-0.0206,-0.0494,-0.0332,-0.0313,-0.0241,-0.0142,0.0017,-0.0362
evan mobley,4,-0.0135,-0.0275,-0.0387,-0.039,-0.025,-0.0151,0.0015,-0.0452
evan mobley,5,-0.0197,-0.0279,-0.0382,-0.0209,-0.0253,-0.016,-0.0005,-0.0098
franz wagner,1,-0.0092,-0.0143,-0.0357,-0.0323,-0.0155,-0.0091,0.0402,0.0028
franz wagner,2,-0.0196,-0.0124,-0.0274,-0.018,-0.0154,-0.0217,0.0335,-0.0059
franz wagner,3,-0.0222,-0.0294,-0.0369,-0.0266,-0.0295,-0.0237,0.0324,-0.0228
franz wagner,4,-0.0165,-0.0169,-0.0386,-0.0407,-0.0282,-0.0173,0.0313,-0.0318
franz wagner,5,-0.0155,-0.0183,-0.039,-0.0187,-0.0266,-0.0153,0.0231,-0.0346
gabe vincent,1,0.0107,0.0166,0.0314,0.0205,0.0013,0.0123,-0.0082,0.0019
gabe vincent,2,0.0047,0.0137,0.0121,0.0086,-0.0102,0.0006,-0.0126,-0.0023
gabe vincent,3,0.0037,0.0163,0.0155,-0.0002,-0.0084,-0.0027,-0.0107,-0.0055
gabe vincent,4,0.0023,-0.0048,0.0121,0.0012,-0.001,-0.0008,-0.0146,-0.0058
gabe vincent,5,0.0111,-0.0011,0.0289,-0.0021,0.0012,0.0043,-0.0124,-0.0075
garrett temple,1,0.0624,0.0262,0.0489,0.1263,0.0217,0.0593,-0.0077,0.0385
garrett temple,2,0.0645,0.0297,0.0502,0.1258,0.0205,0.0599,-0.0199,0.0269
garrett temple,3,0.0682,0.046,0.0476,0.1324,0.0197,0.0637,-0.016,0.0151
garrett temple,4,0.0639,0.0371,0.0542,0.1303,0.0303,0.0655,-0.015,0.0108
garrett temple,5,0.0632,0.0328,0.0541,0.129,0.0304,0.0601,-0.0166,0.0105
garrison mathews,1,0.0281,0.0097,0.038,0.0712,0.037,0.0313,0.0043,0.0195
garrison mathews,2,0.0231,0.014,0.038,0.0632,0.0251,0.026,0.0003,0.0096
garrison mathews,3,0.0238,0.0097,0.0341,0.0666,0.0294,0.0224,-0.0041,0.01
garrison mathews,4,0.026,0.0122,0.0376,0.0582,0.0218,0.0234,-0.0045,0.0109
garrison mathews,5,0.0548,0.0161,0.0523,0.047,0.0407,0.0502,-0.0062,0.0144
gary harris,1,0.0236,0.0187,0.0286,0.0179,0.0108,0.018,-0.0035,0.0112
gary harris,2,0.0193,0.0163,0.0269,0.0093,-0.0034,0.0117,-0.0046,0.006
gary harris,3,0.0274,0.0256,0.029,0.0085,-0.0072,0.0214,-0.0054,0.0052
gary harris,4,0.0341,0.0125,0.0265,0.0096,0.0032,0.0306,-0.0073,0.0058
gary harris,5,0.0377,0.0035,0.0237,0.0018,0.0024,0.0285,-0.0079,0.0053
gary payton,1,0.0544,0.03,0.0582,0.0726,0.0271,0.0557,-0.0067,0.037
gary payton,2,0.0637,0.0339,0.055,0.1213,0.0249,0.0593,-0.0113,0.0398
gary payton,3,0.0681,0.0389,0.052,0.1488,0.0236,0.0628,-0.0112,0.0382
gary payton,4,0.063,0.0426,0.0528,0.1399,0.0296,0.0652,-0.0149,0.0374
gary payton,5,0.0622,0.0477,0.0509,0.1308,0.0307,0.0595,-0.0121,0.0391
gary trent,1,-0.0003,0.0064,0.0411,-0.0297,0.0019,0.0046,-0.0049,-0.0065
gary trent,2,-0.0089,-0.0058,0.0035,-0.0314,-0.0121,-0.0037,-0.0042,-0.0165
gary trent,3,-0.0036,-0.0081,0.0198,-0.0177,-0.0061,-0.0002,-0.0014,-0.0227
gary trent,4,-0.0019,-0.0095,0.0061,-0.0243,-0.0086,-0.0132,0.0018,-0.0302
gary trent,5,-0.0099,-0.0092,-0.0043,-0.0353,-0.0223,-0.0086,-0.0029,-0.0359
gg jackson,1,0.0286,0.0213,0.0678,0.1984,0.0293,0.028,0.0032,0.0674
gg jackson,2,0.0282,0.0353,0.0741,0.1954,0.0323,0.0236,0.0058,0.071
gg jackson,3,0.0262,0.0415,0.0432,0.1699,0.0207,0.0257,0.0084,0.0445
gg jackson,4,0.0299,0.0287,0.0408,0.1672,0.0312,0.0288,0.0023,0.0451
gg jackson,5,0.0237,0.0281,0.0422,0.1774,0.0209,0.0221,0.001,0.0455
giannis antetokounmpo,1,0.0026,0.0047,-0.0404,-0.0212,-0.0176,-0.0,-0.002,-0.0049
giannis antetokounmpo,2,-0.0051,-0.0141,-0.0497,-0.023,-0.0218,-0.0119,-0.0049,-0.017
giannis antetokounmpo,3,-0.0166,-0.0153,-0.0541,-0.0276,-0.0228,-0.0274,-0.0051,-0.0298
giannis antetokounmpo,4,-0.0135,-0.0126,-0.0509,-0.0269,-0.0201,-0.0095,-0.0112,-0.0314
giannis antetokounmpo,5,-0.0123,-0.0189,-0.052,-0.0291,-0.0202,-0.0183,-0.018,-0.0278
goga bitadze,1,0.0276,0.0274,0.0347,0.0735,0.0238,0.0303,0.0034,0.022
goga bitadze,2,0.0281,0.0319,0.0426,0.0673,0.0315,0.0306,-0.0024,0.0239
goga bitadze,3,0.0279,0.0387,0.036,0.0688,0.0241,0.0309,-0.0024,0.024
goga bitadze,4,0.0287,0.0356,0.043,0.0738,0.0362,0.0308,0.0007,0.0204
goga bitadze,5,0.0335,0.0308,0.0279,0.0622,0.0139,0.0291,-0.0007,0.0191
gradey dick,1,0.0322,0.0041,0.0566,0.0442,0.022,0.0353,0.0019,0.0204
gradey dick,2,0.0379,0.0147,0.041,0.0683,0.0437,0.0395,0.003,0.0186
gradey dick,3,0.0381,0.0183,0.031,0.1086,0.0261,0.046,0.0035,0.0252
gradey dick,4,0.0319,0.0318,0.0507,0.1334,0.0426,0.0382,0.0035,0.0162
gradey dick,5,0.0322,0.0328,0.0421,0.1277,0.0283,0.0324,0.0036,0.0199
grant williams,1,0.008,-0.0015,0.0146,-0.028,-0.007,0.0088,0.0044,-0.0067
grant williams,2,0.0043,-0.016,-0.0082,-0.0311,-0.01,0.0057,-0.0027,-0.014
grant williams,3,-0.0039,-0.0103,-0.0219,-0.0138,-0.0051,-0.0036,-0.0062,-0.0138
grant williams,4,-0.0024,-0.0041,-0.0281,-0.0193,-0.0062,-0.0021,0.0012,-0.0243
grant williams,5,-0.0084,-0.0141,-0.0254,-0.0297,-0.0178,-0.014,-0.0055,-0.0252
grayson allen,1,-0.0219,-0.0377,-0.0218,-0.0268,-0.0315,-0.0242,-0.0108,-0.0087
grayson allen,2,-0.0224,-0.0396,-0.0434,-0.0477,-0.031,-0.0253,-0.0158,-0.016
grayson allen,3,-0.0216,-0.0425,-0.0337,-0.0303,-0.036,-0.0236,-0.0196,-0.0275
grayson allen,4,-0.0255,-0.039,-0.0421,-0.0488,-0.0342,-0.0257,-0.0147,-0.0405
grayson allen,5,-0.0276,-0.0379,-0.0511,-0.0335,-0.0354,-0.0298,-0.0191,-0.0349
guerschon yabusele,1,0.0299,0.0271,0.0642,0.0349,0.013,0.0326,-0.0053,0.0113
guerschon yabusele,2,0.0327,0.04,0.0481,0.0784,0.0113,0.0335,-0.0083,0.0243
guerschon yabusele,3,0.0362,0.0459,0.0464,0.1344,0.0143,0.0355,-0.0135,0.0549
guerschon yabusele,4,0.0547,0.0435,0.0476,0.1457,0.0323,0.0613,-0.0048,0.0384
guerschon yabusele,5,0.0568,0.0352,0.0524,0.1449,0.0368,0.0589,-0.0063,0.0332
gui santos,1,0.0315,0.0274,0.065,0.0681,0.0438,0.0283,-0.0035,0.0524
gui santos,2,0.0332,0.0335,0.0577,0.1806,0.037,0.0292,-0.0015,0.0842
gui santos,3,0.0306,0.0417,0.0471,0.1761,0.0357,0.0307,0.0011,0.0516
gui santos,4,0.0304,0.0426,0.0505,0.1624,0.032,0.0324,0.0055,0.0647
gui santos,5,0.0294,0.032,0.0517,0.1553,0.0329,0.0317,0.0072,0.0448
harrison barnes,1,-0.0151,-0.033,-0.0484,-0.0311,-0.02,-0.0178,-0.0219,-0.0122
harrison barnes,2,-0.0325,-0.0338,-0.0414,-0.039,-0.025,-0.0329,-0.0174,-0.0175
harrison barnes,3,-0.0178,-0.0376,-0.0433,-0.0302,-0.0202,-0.022,-0.0209,-0.0305
harrison barnes,4,-0.0201,-0.036,-0.0528,-0.0455,-0.0269,-0.0298,-0.0213,-0.0367
harrison barnes,5,-0.0194,-0.0377,-0.0563,-0.0289,-0.0236,-0.0155,-0.0225,-0.0355
harrison ingram,1,0.0272,0.0588,0.0412,0.1424,0.0266,0.0279,0.0048,0.0462
harrison ingram,2,0.0272,0.0619,0.0432,0.1435,0.0285,0.0246,0.0025,0.0449
harrison ingram,3,0.0251,0.0593,0.0122,0.1489,0.0236,0.0262,0.0031,0.0418
harrison ingram,4,0.0279,0.0076,0.0336,0.1343,0.0336,0.0295,0.0048,0.0245
harrison ingram,5,0.0281,0.0147,0.0438,0.1316,0.0243,0.0294,0.0041,0.0131
herbert jones,1,-0.0093,-0.0103,-0.0272,-0.0257,-0.0022,-0.0113,-0.0052,-0.0124
herbert jones,2,-0.0062,-0.0124,-0.0296,-0.0311,-0.0038,-0.0125,-0.0089,-0.0186
herbert jones,3,-0.0036,-0.0142,-0.012,-0.0233,-0.0159,-0.018,-0.0121,-0.0227
herbert jones,4,-0.0028,-0.0113,-0.0374,-0.0323,-0.0129,-0.0105,-0.0089,-0.0274
herbert jones,5,-0.0053,-0.0109,-0.0344,-0.0249,-0.017,-0.0195,-0.013,-0.0335
hugo gonzalez,1,0.0279,0.0242,0.0553,0.1956,0.0319,0.0297,0.0258,0.1434
hugo gonzalez,2,0.0263,0.0348,0.0569,0.1956,0.0334,0.0258,0.0178,0.1005
hugo gonzalez,3,0.0297,0.0479,0.0449,0.1958,0.033,0.0263,0.0132,0.0965
hugo gonzalez,4,0.0299,0.0229,0.0353,0.1946,0.0319,0.0281,0.0055,0.0843
hugo gonzalez,5,0.0236,0.0305,0.0353,0.1592,0.0324,0.0241,0.016,0.0427
hunter dickinson,1,0.0352,0.0326,0.0411,0.1894,0.0234,0.03,0.0203,0.1237
hunter dickinson,2,0.0368,0.0333,0.0478,0.189,0.0299,0.0292,0.0123,0.0767
hunter dickinson,3,0.0299,0.0517,0.0328,0.1869,0.0224,0.0267,0.0084,0.0687
hunter dickinson,4,0.0275,0.0341,0.0302,0.1881,0.0371,0.0309,-0.0034,0.0555
hunter dickinson,5,0.0271,0.0278,0.0266,0.1749,0.0185,0.0306,0.0007,0.0351
hunter sallis,1,0.0345,0.0373,0.0625,0.1726,0.0361,0.0336,0.0288,0.1077
hunter sallis,2,0.0348,0.0434,0.0609,0.1691,0.0397,0.0288,0.0214,0.0562
hunter sallis,3,0.033,0.0702,0.0476,0.1761,0.0371,0.0278,0.0207,0.0595
hunter sallis,4,0.0297,0.0246,0.0322,0.1768,0.0316,0.0269,0.0083,0.052
hunter sallis,5,0.0289,0.0351,0.0406,0.163,0.0343,0.0327,-0.0006,0.041
hunter tyson,1,0.0489,0.0381,0.0501,0.175,0.0354,0.0444,0.0009,0.0496
hunter tyson,2,0.0517,0.0444,0.0549,0.176,0.0382,0.0455,0.0052,0.0468
hunter tyson,3,0.0481,0.059,0.0428,0.1528,0.0328,0.0448,0.0038,0.0231
hunter tyson,4,0.0502,0.0364,0.0506,0.1538,0.0345,0.0448,0.0075,0.0172
hunter tyson,5,0.0465,0.0422,0.0488,0.1518,0.0326,0.0442,-0.0005,0.0157
immanuel quickley,1,-0.0137,-0.0319,-0.0203,-0.0366,-0.0156,-0.0179,0.003,-0.0035
immanuel quickley,2,-0.0179,-0.0367,-0.0353,-0.0274,-0.0234,-0.0156,0.0022,-0.0089
immanuel quickley,3,-0.0134,-0.0351,-0.009,-0.0425,-0.0224,-0.0149,-0.001,-0.0395
immanuel quickley,4,-0.0153,-0.0224,-0.0279,-0.0114,-0.0164,-0.0137,0.0024,-0.0403
immanuel quickley,5,-0.0185,-0.0171,-0.0443,-0.0376,-0.0274,-0.0239,-0.0062,-0.0183
isaac jones,1,0.0264,0.0201,0.0326,0.1475,0.0271,0.0249,0.0085,0.0507
isaac jones,2,0.0212,0.0183,0.0393,0.1487,0.0298,0.0206,0.0033,0.0526
isaac jones,3,0.0227,0.0378,0.0261,0.1453,0.0273,0.026,0.0033,0.0513
isaac jones,4,0.0266,0.0204,0.0239,0.1323,0.0342,0.0297,0.002,0.0263
isaac jones,5,0.0278,0.0237,0.0412,0.1337,0.0225,0.0298,0.0023,0.0155
isaac okoro,1,0.0006,-0.0106,-0.0206,-0.0133,0.001,-0.0023,-0.0062,0.0111
isaac okoro,2,-0.0038,-0.0164,-0.0289,-0.0146,-0.0103,-0.0056,-0.0038,0.0111
isaac okoro,3,0.0068,-0.0107,-0.0113,-0.0198,0.0014,0.0052,-0.0024,-0.0139
isaac okoro,4,-0.0032,-0.0115,-0.0272,-0.02,0.0041,-0.0055,0.0007,-0.0197
isaac okoro,5,0.0043,-0.0068,-0.0199,-0.0136,-0.0048,0.009,0.0025,-0.019
isaiah collier,1,0.0245,0.0058,0.0638,0.0228,0.0073,0.0261,0.0254,0.0061
isaiah collier,2,0.0323,0.0188,0.0379,0.0329,0.0112,0.0333,0.0173,0.0059
isaiah collier,3,0.031,0.0258,0.0204,0.0347,0.0099,0.0302,0.0124,0.0061
isaiah collier,4,0.0232,0.0368,0.0183,0.0193,0.0185,0.0273,0.0049,0.0062
isaiah collier,5,0.0259,0.0226,0.0267,0.0176,0.0225,0.0289,-0.0029,0.0093
isaiah crawford,1,0.0307,0.0208,0.0392,0.1355,0.0216,0.0321,0.0092,0.0801
isaiah crawford,2,0.0239,0.019,0.0303,0.1382,0.0214,0.0234,0.0009,0.039
isaiah crawford,3,0.022,0.0303,0.0212,0.1413,0.0222,0.0231,0.0043,0.0336
isaiah crawford,4,0.0282,0.0168,0.0317,0.1252,0.0309,0.0294,0.0016,0.0115
isaiah crawford,5,0.0227,0.0133,0.0315,0.1257,0.0285,0.0255,0.0043,0.0061
isaiah hartenstein,1,-0.0058,0.0078,-0.0039,-0.0317,-0.0132,-0.0091,0.006,0.0012
isaiah hartenstein,2,-0.0028,0.0047,-0.0105,-0.0304,-0.0083,-0.0117,0.0031,-0.0061
isaiah hartenstein,3,-0.003,0.0046,-0.0088,-0.0234,0.0002,-0.0119,0.004,-0.0247
