player_name_clean,year_ahead,Efficiency,Impact,Interior_Defense,Perimeter_Defense,Playmaking,Rebounding,Scoring,Shooting
dominick barlow,4,0.000826,-0.0031,0.00123,0.0183,0.016827,0.0102,0.0099,0.0104
dominick barlow,5,0.001471,-0.0117,0.00164,0.0144,0.0044,0.004814,0.005967,0.010389
donovan clingan,1,0.013162,-0.011531,0.0087,0.072607,0.011412,-0.002054,0.036534,0.02547
donovan clingan,2,0.009051,-0.017203,0.015991,0.052201,0.01287,-0.005647,0.036429,0.025019
donovan clingan,3,-0.002557,-0.0243,0.026079,0.042305,0.009857,0.015373,0.028912,0.01571
donovan clingan,4,-0.0029,-0.01345,0.00603,0.012118,0.020394,0.009931,0.031795,0.019338
donovan clingan,5,0.005121,-0.020634,0.006024,0.003618,0.01207,-0.007729,0.033188,0.024181
donovan mitchell,1,0.016173,0.029731,-0.001648,0.003,-0.006507,-0.015887,-0.001571,-0.002463
donovan mitchell,2,0.011025,0.019454,-0.010507,-0.014291,-0.001897,-0.0299,-0.006277,-0.003827
donovan mitchell,3,-0.000332,-0.012362,-0.016208,-0.018073,-0.003574,-0.03465,0.002864,-0.0047
donovan mitchell,4,-0.004827,-0.014383,0.008038,-0.029369,-0.002421,-0.038542,-0.015317,-0.00585
donovan mitchell,5,0.003796,0.003638,-0.021327,-0.025744,-0.003641,-0.029784,-0.00665,-0.000905
donte divincenzo,1,0.01777,0.006833,-0.001534,0.001706,0.006137,0.00379,0.014522,0.01266
donte divincenzo,2,0.012193,0.001455,-0.000192,-0.0166,-0.001479,-0.00248,0.002063,0.012425
donte divincenzo,3,0.008802,-0.01406,0.000904,-0.007097,0.003969,-0.00498,-0.00032,-0.000903
donte divincenzo,4,0.00464,-0.017286,0.000843,-0.02472,-0.002057,-0.009395,0.001146,0.007629
donte divincenzo,5,0.008812,-0.000253,0.001542,-0.0324,-0.003022,-0.0112,-0.002265,0.002834
doug mcdermott,1,-0.00625,0.118869,-0.016934,0.031075,0.033081,0.0244,0.04685,0.049834
doug mcdermott,2,-0.014631,0.056181,-0.016746,0.035862,0.02755,0.024188,0.045003,0.051156
doug mcdermott,3,-0.011644,0.050638,-0.017036,0.030944,0.0426,0.019612,0.044172,0.04645
doug mcdermott,4,-0.0108,0.044275,-0.01577,0.030738,0.03405,0.02275,0.038388,0.041862
doug mcdermott,5,-0.016597,0.0281,-0.014893,0.040094,0.026134,0.026931,0.039525,0.041494
drake powell,1,0.014413,0.110191,0.007061,0.051901,0.025312,0.026389,0.02708,0.023538
drake powell,2,0.011576,0.011558,0.003566,0.054162,0.031448,0.027561,0.023394,0.020783
drake powell,3,0.011259,0.002,0.00134,0.037956,0.043216,0.019492,0.025569,0.020692
drake powell,4,0.005432,-0.0031,0.00123,0.033013,0.011675,0.033771,0.014233,0.013814
drake powell,5,-0.003731,-0.00942,0.00164,0.024427,0.009865,0.012863,0.01965,0.013915
draymond green,1,-0.020273,-0.020296,0.003304,-0.0115,-0.02305,-0.020525,-0.01418,-0.007835
draymond green,2,-0.02098,-0.024184,0.002968,0.003756,-0.02536,-0.021275,-0.006732,-0.002799
draymond green,3,-0.022173,-0.03464,0.003728,-0.011932,-0.025867,-0.022236,-0.01208,-0.0097
draymond green,4,-0.021364,-0.015982,0.00327,-0.020929,-0.022044,-0.016457,0.005057,0.004783
draymond green,5,-0.023704,-0.003268,0.002031,-0.029477,-0.019033,-0.015517,0.013082,0.011049
drew eubanks,1,0.022596,0.044545,-0.008816,0.064112,0.049088,0.052531,0.053777,0.053949
drew eubanks,2,0.025311,0.042092,-0.009112,0.056409,0.051526,0.054215,0.052027,0.052576
drew eubanks,3,0.01827,0.037445,-0.011778,0.057902,0.0373,0.051077,0.051257,0.052775
drew eubanks,4,0.020558,0.034176,-0.012951,0.056265,0.050482,0.040389,0.049358,0.053181
drew eubanks,5,0.020601,0.036002,-0.013352,0.044791,0.05687,0.047003,0.040532,0.050377
drew peterson,1,0.002379,0.09228,0.012398,0.045848,0.007184,0.019117,0.020585,0.02566
drew peterson,2,0.00441,0.082483,0.014986,0.053417,0.020283,0.023703,0.017859,0.016612
drew peterson,3,0.006775,0.051072,0.013852,0.036297,0.016928,0.01563,0.022535,0.019059
drew peterson,4,0.005565,0.03904,0.013942,0.043815,0.029198,0.037891,0.033006,0.030646
drew peterson,5,0.003094,0.038133,0.011449,0.027192,0.019705,0.010927,0.028346,0.034203
drew timme,1,0.032007,0.066774,-0.010549,0.049211,0.043496,0.040504,0.046789,0.047967
drew timme,2,0.024833,0.062225,-0.010593,0.051521,0.046188,0.043797,0.04201,0.044342
drew timme,3,0.021585,0.057174,-0.012312,0.034208,0.060708,0.049843,0.04595,0.044678
drew timme,4,0.020777,0.036287,-0.012852,0.036998,0.045685,0.05185,0.046553,0.04819
drew timme,5,0.02265,0.028375,-0.013566,0.059794,0.045564,0.049031,0.04971,0.046012
dru smith,1,0.02332,0.068822,-0.00619,0.067744,0.037154,0.053644,0.035687,0.036791
dru smith,2,0.026507,0.061354,-0.008727,0.069731,0.03808,0.055141,0.040234,0.043025
dru smith,3,0.02031,0.043985,-0.00964,0.048209,0.051245,0.052311,0.050641,0.051832
dru smith,4,0.017278,0.02573,-0.009257,0.064717,0.038488,0.037227,0.038941,0.04342
dru smith,5,0.013367,0.030917,-0.008872,0.055702,0.039523,0.04538,0.036471,0.035536
duncan robinson,1,-0.007086,-0.023919,0.001896,0.0089,-0.0232,-0.022189,-0.005545,-0.005957
duncan robinson,2,-0.008708,-0.0304,0.002315,0.007611,-0.017817,-0.022839,-0.011315,-0.004827
duncan robinson,3,-0.015451,-0.028181,0.003445,0.012007,-0.021288,-0.017428,-0.01208,-0.0097
duncan robinson,4,-0.009444,-0.028429,0.000928,-9.2e-05,-0.020593,-0.018172,-0.00971,-0.010781
duncan robinson,5,-0.014246,-0.029926,0.003662,0.008589,-0.02622,-0.027,-0.0145,-0.01054
duop reath,1,-0.001167,0.03033,0.008132,0.05027,0.029431,0.037881,0.03893,0.031745
duop reath,2,-0.00287,0.059057,0.011879,0.035868,0.019357,0.03611,0.04075,0.038026
duop reath,3,-0.004175,0.046348,0.014215,0.039091,0.021122,0.029442,0.041154,0.038022
duop reath,4,-0.005653,0.035336,0.013505,0.04171,0.04403,0.019036,0.040952,0.039818
duop reath,5,-0.009035,0.040478,0.015025,0.053651,0.036181,0.03021,0.045602,0.047648
dwight powell,1,-0.014102,0.027536,-0.003821,0.059265,0.013417,-0.000554,0.034755,0.039038
dwight powell,2,-0.010846,0.014964,-0.001171,0.062658,0.00978,0.003754,0.041297,0.038605
dwight powell,3,-0.017168,0.014012,-0.000924,0.062131,0.011949,-0.00052,0.043112,0.050647
dwight powell,4,-0.012393,0.017976,-0.000535,0.05269,-0.006083,0.008815,0.04319,0.056729
dwight powell,5,-0.011447,0.01707,0.000653,0.069407,0.011143,-0.002578,0.052524,0.058549
dylan cardwell,1,0.023144,0.144187,0.013661,0.04159,0.02439,0.022658,0.036052,0.031335
dylan cardwell,2,0.013676,0.099504,0.014722,0.034133,0.032208,0.021088,0.023749,0.022947
dylan cardwell,3,0.014881,0.098455,0.015145,0.029785,0.041994,0.027664,0.017814,0.019395
dylan cardwell,4,0.001799,0.076953,0.014792,0.02757,0.03327,0.036965,0.022126,0.023333
dylan cardwell,5,-0.00456,0.04375,0.013106,0.019997,0.020881,0.02689,0.029147,0.025297
dylan harper,1,0.01828,0.09709,0.095825,0.08418,0.052708,0.025101,0.048756,0.037111
dylan harper,2,0.014808,0.024206,0.067236,0.07334,0.056195,0.031801,0.041528,0.030121
dylan harper,3,0.017589,0.018586,0.056496,0.07405,0.069091,0.018098,0.045743,0.034255
dylan harper,4,0.004637,0.01755,0.056938,0.067391,0.050954,0.018393,0.03683,0.028618
dylan harper,5,-0.003861,0.00534,0.054821,0.047765,0.03821,0.007271,0.038514,0.023367
dyson daniels,1,0.010458,0.032215,0.010633,0.071832,0.024144,-0.0039,0.027474,0.016832
dyson daniels,2,0.010587,0.0106,0.003,0.0058,0.0083,-0.0096,0.010508,0.0033
dyson daniels,3,0.021082,0.0057,0.021135,0.003679,0.0035,-0.0118,0.009607,-0.002736
dyson daniels,4,0.01589,-0.0023,0.011765,0.014231,0.0008,-0.0183,0.0029,-0.0039
dyson daniels,5,0.01343,-0.002,0.007693,-0.0059,0.0009,-0.0223,0.009656,-0.0063
egor demin,1,0.025065,0.105649,0.005655,0.045071,0.036526,0.015196,0.020896,0.02305
egor demin,2,0.017015,0.013458,0.002283,0.050616,0.0286,0.01866,0.0162,0.017416
egor demin,3,0.013697,0.005907,0.003404,0.045353,0.049328,0.009339,0.016583,0.016799
egor demin,4,0.000923,0.001379,0.004952,0.019143,0.014595,0.010364,0.010538,0.011024
egor demin,5,0.008917,-0.0117,0.00164,0.0144,0.004993,0.0044,0.0051,0.0101
ej liddell,1,0.00966,0.11631,0.016824,0.051533,0.031398,0.037881,0.032377,0.03522
ej liddell,2,0.00893,0.066378,0.017592,0.056517,0.03655,0.042458,0.02775,0.031137
ej liddell,3,0.000314,0.036913,0.015667,0.04444,0.051233,0.037917,0.03131,0.031503
ej liddell,4,-0.000422,0.026404,0.015983,0.049078,0.045648,0.035108,0.035146,0.033492
ej liddell,5,0.000385,0.021212,0.016023,0.052852,0.040095,0.030632,0.036,0.03264
elijah harkless,1,0.004988,0.080265,0.011717,0.024635,0.018418,0.031844,0.034834,0.028772
elijah harkless,2,0.008647,0.078091,0.015247,0.032007,0.016113,0.021867,0.035225,0.027692
elijah harkless,3,0.006143,0.073116,0.014578,0.037494,0.025315,0.034428,0.034252,0.029058
elijah harkless,4,0.00633,0.036818,0.013651,0.024034,0.01784,0.025398,0.040036,0.03286
elijah harkless,5,-0.000878,0.030317,0.013529,0.047995,0.01789,0.035945,0.037392,0.036158
emanuel miller,1,0.009765,0.134332,0.017845,0.055071,0.035592,0.037234,0.039667,0.039062
emanuel miller,2,0.009495,0.089511,0.018739,0.05755,0.037247,0.04209,0.04192,0.039994
emanuel miller,3,0.008799,0.0791,0.017845,0.045238,0.053383,0.037668,0.041582,0.039245
emanuel miller,4,0.00582,0.041262,0.015692,0.044868,0.03594,0.036745,0.045598,0.043992
emanuel miller,5,0.003002,0.03188,0.016521,0.050324,0.042515,0.03527,0.044907,0.047335
eric gordon,1,-0.00918,0.043917,-0.010849,0.075788,0.01801,0.014929,0.062413,0.064172
eric gordon,2,-0.018751,0.046256,-0.011362,0.073881,0.023407,0.010499,0.062639,0.063465
eric gordon,3,-0.016834,0.036824,-0.012864,0.067196,0.019105,0.008994,0.070052,0.070821
eric gordon,4,-0.014163,0.040802,-0.012345,0.076161,0.033827,0.021507,0.068641,0.072625
eric gordon,5,-0.014963,0.039136,-0.012665,0.06333,0.027086,0.02118,0.071517,0.070223
ethan thompson,1,0.009975,0.128325,0.004428,0.030182,0.009549,0.00794,0.014908,0.016325
ethan thompson,2,0.009382,0.017892,0.000353,0.028919,0.01148,0.00901,0.01114,0.01026
ethan thompson,3,0.008546,0.00241,0.000116,0.017121,0.00959,0.005253,0.00139,0.00442
ethan thompson,4,0.005055,-0.002813,0.001342,0.013676,0.00783,0.010858,0.008885,0.009888
ethan thompson,5,-0.009035,-0.007122,0.00038,0.02065,0.004278,0.00507,0.006956,0.008611
evan mobley,1,0.008304,0.021809,-0.00121,0.00435,0.0149,0.01037,0.00928,0.011517
evan mobley,2,0.004921,0.0158,0.01386,-0.001331,0.001471,0.01274,0.006513,0.007562
evan mobley,3,0.002883,-0.001996,-0.00029,-0.002129,-0.016,0.006125,0.0068,0.000871
evan mobley,4,0.0042,-0.012967,-0.003806,-0.009392,0.00635,0.007906,0.00376,0.007431
evan mobley,5,0.003154,0.019979,0.008633,-0.006663,0.003121,0.006781,0.002906,0.00135
franz wagner,1,0.037618,0.031958,0.001108,-0.001083,0.019681,0.01975,0.013656,0.015733
franz wagner,2,0.032418,0.025192,0.01325,0.009769,0.026846,0.017208,0.00022,0.002825
franz wagner,3,0.026115,0.005962,0.004075,-0.003994,0.0008,0.00149,-0.00165,-0.001258
franz wagner,4,0.03104,-0.001948,-0.007542,-0.008346,0.016846,0.00491,0.001601,0.002779
franz wagner,5,0.023074,-0.00097,0.011345,-0.007917,0.018692,0.004975,0.00585,0.00535
gabe vincent,1,-0.00425,0.01137,0.003316,0.028597,0.016052,0.00794,0.01278,0.01088
gabe vincent,2,-0.00538,0.0086,0.001856,0.02197,0.013333,0.00901,0.01114,0.01026
gabe vincent,3,-0.00608,0.00241,0.000116,0.016284,0.019025,0.00431,0.00139,0.00442
gabe vincent,4,-0.00614,-0.004312,0.000813,0.01264,0.00783,0.00904,0.00697,0.00826
gabe vincent,5,-0.01052,-0.005834,0.00038,0.027846,0.00337,0.00507,0.005971,0.009846
garrett temple,1,-0.007222,0.064956,-0.01294,0.048067,0.0268,0.02295,0.06125,0.064503
garrett temple,2,-0.016494,0.02985,-0.012995,0.045367,0.033122,0.021619,0.061409,0.066069
garrett temple,3,-0.014356,0.0254,-0.013058,0.047231,0.046762,0.021075,0.063953,0.067881
garrett temple,4,-0.013419,0.020547,-0.012936,0.053051,0.040003,0.032303,0.06465,0.064703
garrett temple,5,-0.016131,0.014531,-0.01338,0.053812,0.030369,0.030122,0.059719,0.063762
garrison mathews,1,0.004594,0.02085,0.008503,0.037315,0.007775,0.036156,0.032786,0.027216
garrison mathews,2,-0.000517,0.012317,0.006868,0.037412,0.013797,0.02003,0.0271,0.020847
garrison mathews,3,-0.004992,0.008683,0.006893,0.033863,0.011162,0.030689,0.011406,0.015525
garrison mathews,4,-0.004437,0.00318,0.007159,0.038026,0.012001,0.017219,0.015587,0.022915
garrison mathews,5,-0.00854,0.008977,0.005651,0.05232,0.008815,0.036113,0.045185,0.047961
gary harris,1,-0.004912,0.010494,-0.002875,0.060767,0.022603,0.01071,0.031353,0.033436
gary harris,2,-0.007751,0.005892,-0.000953,0.05767,0.018566,0.000625,0.02077,0.02937
gary harris,3,-0.010302,0.003074,-0.000667,0.064664,0.02626,-0.004205,0.032637,0.038543
gary harris,4,-0.00866,0.006612,-0.001414,0.059593,0.014476,0.002412,0.039409,0.047055
gary harris,5,-0.011333,0.006085,0.000194,0.054823,0.004057,0.003891,0.040717,0.050462
gary payton,1,-0.005984,0.038293,-0.007605,0.080384,0.030477,0.026119,0.061733,0.064919
gary payton,2,-0.010263,0.039221,-0.011164,0.082185,0.034299,0.025162,0.064032,0.06642
gary payton,3,-0.010922,0.03512,-0.013791,0.079682,0.038781,0.017149,0.07089,0.076187
gary payton,4,-0.014605,0.037458,-0.013662,0.080109,0.040969,0.032789,0.069397,0.07198
gary payton,5,-0.012095,0.036625,-0.013187,0.077744,0.039592,0.031015,0.069391,0.068605
gary trent,1,0.014633,0.012009,0.000906,0.059455,0.025912,0.023819,0.025892,0.018142
gary trent,2,0.01431,0.002779,0.001019,0.023411,0.017093,0.007986,0.016559,0.013775
gary trent,3,0.02031,-0.000563,-0.000473,0.027747,0.0119,0.014671,0.021338,0.017558
gary trent,4,0.023182,-0.011446,0.000389,0.023324,0.010387,0.009669,0.007172,0.018834
gary trent,5,0.019199,-0.01418,0.001433,0.014785,0.011952,-0.006636,0.011351,0.011664
gg jackson,1,0.002387,0.066285,0.01912,0.064535,0.018552,0.02879,0.025276,0.028179
gg jackson,2,0.005714,0.075939,0.019014,0.066235,0.036006,0.033164,0.022211,0.028237
gg jackson,3,0.00839,0.041976,0.016564,0.042887,0.040772,0.014053,0.023846,0.026013
gg jackson,4,0.00141,0.046255,0.016404,0.042171,0.028347,0.029648,0.032032,0.033016
gg jackson,5,0.000114,0.04575,0.01728,0.043335,0.02859,0.010793,0.010528,0.018885
giannis antetokounmpo,1,0.001662,0.016079,0.012392,-0.008101,0.009827,0.012878,-0.006122,-0.003592
giannis antetokounmpo,2,0.012083,0.004206,0.006875,-0.01965,0.0047,0.008058,-0.015445,-0.010716
giannis antetokounmpo,3,0.006475,-0.008871,0.002361,-0.02385,0.004794,0.007738,-0.026992,-0.016744
giannis antetokounmpo,4,-0.004226,-0.011706,0.003042,-0.019526,0.006858,0.008675,-0.01432,-0.0104
giannis antetokounmpo,5,-0.016962,3.9e-05,0.0014,-0.021294,-0.000242,0.009632,-0.017258,-0.010951
goga bitadze,1,0.028532,0.050691,-0.009516,0.053867,0.047532,0.039809,0.049401,0.046652
goga bitadze,2,0.018376,0.047533,-0.008919,0.061298,0.051256,0.050357,0.050606,0.048953
goga bitadze,3,0.018695,0.049435,-0.010642,0.054671,0.058716,0.039739,0.050334,0.050181
goga bitadze,4,0.022089,0.037343,-0.011736,0.063226,0.05456,0.054064,0.05072,0.049658
goga bitadze,5,0.021787,0.038036,-0.012091,0.035244,0.051605,0.0324,0.049222,0.053782
gradey dick,1,0.000945,0.019751,0.005831,0.055508,0.003738,0.020874,0.040627,0.03384
gradey dick,2,0.003601,0.019161,0.008696,0.04158,0.01319,0.042097,0.045461,0.043174
gradey dick,3,0.004012,0.019934,0.00889,0.028919,0.015124,0.026019,0.042667,0.040898
gradey dick,4,0.003503,0.016005,0.010698,0.046896,0.032285,0.038331,0.044361,0.036586
gradey dick,5,0.004111,0.018099,0.011727,0.043108,0.035415,0.02758,0.036935,0.038866
grant williams,1,0.02969,0.011577,0.000693,0.035241,0.018397,0.01163,0.030137,0.028245
grant williams,2,0.017175,0.006749,0.000937,0.012411,0.00196,0.010038,0.025315,0.024582
grant williams,3,0.013535,0.008015,-0.000897,-0.000923,0.008345,0.018142,0.017492,0.016379
grant williams,4,0.022526,-0.004376,-0.000207,-0.008731,0.014811,0.013906,0.01971,0.017549
grant williams,5,0.015749,-0.003314,0.000944,-0.004666,0.005178,0.002492,0.008383,0.012253
grayson allen,1,0.008962,0.008558,0.00057,0.002424,-0.00838,0.00362,0.00296,0.00332
grayson allen,2,0.00584,0.003772,0.001212,-0.0166,-0.01214,-0.00248,0.00018,-0.0004
grayson allen,3,0.00494,-0.006319,0.000957,-0.013272,-0.01326,-0.00498,-0.00176,-0.00108
grayson allen,4,0.006017,-0.01744,0.00141,-0.021783,-0.00814,-0.00966,-0.0017,0.0012
grayson allen,5,0.00348,-0.01418,0.001352,-0.030003,-0.0032,-0.0112,-0.00436,-0.00114
guerschon yabusele,1,0.013788,0.040448,-0.007941,0.070724,0.046379,0.032162,0.052732,0.049282
guerschon yabusele,2,0.010573,0.048622,-0.009881,0.068264,0.052877,0.031449,0.051459,0.051786
guerschon yabusele,3,0.00631,0.058482,-0.011956,0.061671,0.061904,0.032797,0.052487,0.053404
guerschon yabusele,4,0.015528,0.046738,-0.013447,0.065712,0.056799,0.052483,0.054246,0.054649
guerschon yabusele,5,0.013916,0.04729,-0.01421,0.066477,0.053763,0.051303,0.051821,0.055528
gui santos,1,-0.002782,0.051743,0.00794,0.064102,0.027462,0.03798,0.025791,0.032885
gui santos,2,-0.001446,0.08631,0.017999,0.057878,0.034866,0.037492,0.031138,0.035479
gui santos,3,0.000699,0.050993,0.017638,0.047238,0.041121,0.035545,0.034935,0.032486
gui santos,4,0.005203,0.068665,0.016089,0.046825,0.042441,0.03241,0.040916,0.034247
gui santos,5,0.008081,0.04525,0.015588,0.048136,0.033851,0.032279,0.035906,0.033355
harrison barnes,1,-0.02092,-0.014863,0.002819,-0.0149,-0.0232,-0.012204,0.00288,0.003431
harrison barnes,2,-0.016548,-0.018169,0.00299,-9.9e-05,-0.02536,-0.02456,-0.01842,-0.01314
harrison barnes,3,-0.021506,-0.026097,0.002674,3.8e-05,-0.02602,-0.021034,-0.009864,0.002643
harrison barnes,4,-0.020626,-0.03486,0.004178,-0.004259,-0.02364,-0.025033,-0.01734,-0.002999
harrison barnes,5,-0.022443,-0.03202,0.002261,-0.021018,-0.02622,-0.020369,0.013082,-0.004943
harrison ingram,1,0.005153,0.044472,0.013444,0.037926,0.040164,0.026713,0.02489,0.026469
harrison ingram,2,0.003132,0.04197,0.014288,0.042431,0.050186,0.025943,0.024459,0.027516
harrison ingram,3,0.003184,0.035965,0.014507,0.0125,0.057933,0.021849,0.025569,0.024066
harrison ingram,4,0.004631,0.025146,0.011197,0.033891,0.007896,0.034362,0.034571,0.027969
harrison ingram,5,0.004808,0.003947,0.012646,0.044357,0.011984,0.019072,0.030616,0.029891
herbert jones,1,0.014029,0.005108,0.000388,-0.003318,0.010654,0.018789,0.011999,0.013269
herbert jones,2,0.009702,0.001125,0.000937,-0.005178,0.005743,0.016195,0.00997,0.015575
herbert jones,3,0.00768,-0.000563,0.000401,0.007216,0.002328,0.002203,0.00292,0.017558
herbert jones,4,0.010953,-0.008679,0.001211,-0.016562,0.007069,0.003579,0.00985,0.017182
herbert jones,5,0.006924,-0.013415,0.000318,-0.014253,0.01017,0.003934,4e-06,0.015456
hugo gonzalez,1,0.021747,0.142371,0.019004,0.054426,0.025004,0.032156,0.029012,0.027202
hugo gonzalez,2,0.016156,0.097589,0.019072,0.056865,0.035246,0.034092,0.025997,0.026434
hugo gonzalez,3,0.012374,0.095945,0.019299,0.044773,0.046359,0.032843,0.025938,0.030456
hugo gonzalez,4,0.005203,0.077186,0.018789,0.035822,0.020263,0.032114,0.02895,0.033016
hugo gonzalez,5,0.01033,0.04325,0.016041,0.034896,0.032429,0.031586,0.011896,0.018404
hunter dickinson,1,0.00987,0.122318,0.018662,0.040795,0.033364,0.015923,0.031353,0.03522
hunter dickinson,2,0.009269,0.075162,0.018844,0.051479,0.034225,0.028295,0.0323,0.037042
hunter dickinson,3,0.008166,0.069967,0.018245,0.031352,0.05195,0.014215,0.024761,0.031095
hunter dickinson,4,-0.003707,0.049115,0.017354,0.02507,0.034592,0.038382,0.033923,0.0278
hunter dickinson,5,-0.000304,0.033443,0.01722,0.025556,0.028708,0.01762,0.033217,0.02507
hunter sallis,1,0.02892,0.093158,0.016988,0.062481,0.037602,0.035897,0.037621,0.037418
hunter sallis,2,0.019885,0.057592,0.016457,0.061931,0.046449,0.039966,0.029869,0.038227
hunter sallis,3,0.017019,0.067442,0.017638,0.047963,0.058771,0.036671,0.030054,0.035097
hunter sallis,4,0.007634,0.054404,0.017976,0.030906,0.024041,0.031085,0.024477,0.032401
hunter sallis,5,-0.002223,0.04025,0.0163,0.041064,0.037832,0.034357,0.037523,0.032253
hunter tyson,1,0.000221,0.04455,0.016483,0.048375,0.036116,0.034431,0.039913,0.039208
hunter tyson,2,0.006952,0.045767,0.017332,0.055354,0.037712,0.04117,0.04244,0.040191
hunter tyson,3,0.004877,0.024367,0.015485,0.043082,0.053097,0.034843,0.041796,0.039408
hunter tyson,4,0.006126,0.015167,0.015838,0.050551,0.038637,0.034452,0.044864,0.043739
hunter tyson,5,-0.000878,0.014772,0.015856,0.048993,0.04223,0.034005,0.04435,0.04671
immanuel quickley,1,0.027373,0.016753,0.000906,0.004937,-0.00838,0.004131,0.00296,0.007178
immanuel quickley,2,0.02555,0.011077,0.000524,-0.014439,-0.01214,-0.002275,0.006393,0.003875
immanuel quickley,3,0.021075,-0.01406,0.001036,0.012669,-0.01326,-0.003543,0.00706,0.006883
immanuel quickley,4,0.024057,-0.01744,-0.000973,-0.008078,-0.004545,-0.000393,0.006837,0.005241
immanuel quickley,5,0.014455,0.006002,0.001542,-0.026579,0.001613,-0.008558,-0.003487,0.003128
isaac jones,1,0.009188,0.05166,0.014781,0.031767,0.020911,0.0271,0.019166,0.022549
isaac jones,2,0.005116,0.0532,0.014465,0.038956,0.018662,0.027377,0.015416,0.01873
isaac jones,3,0.004561,0.05737,0.014759,0.023818,0.038333,0.027781,0.02031,0.014516
isaac jones,4,0.003525,0.026404,0.012976,0.016783,0.018674,0.034125,0.02995,0.025357
isaac jones,5,0.001992,0.013485,0.013362,0.042339,0.022427,0.020967,0.031477,0.027539
isaac okoro,1,0.012702,0.039423,-0.000589,0.00386,0.009041,0.022428,0.019988,0.019157
isaac okoro,2,0.015556,0.030121,-0.000577,-0.004561,0.000241,0.009628,0.015617,0.018725
isaac okoro,3,0.018695,0.006925,-7.6e-05,0.008619,0.007798,0.023541,0.029029,0.027777
isaac okoro,4,0.022089,0.002506,-6.5e-05,-0.007426,0.006239,0.028533,0.015703,0.016814
isaac okoro,5,0.023081,0.002951,-0.000715,0.001146,0.013632,0.017796,0.02835,0.025059
isaiah collier,1,0.019826,0.008117,0.002315,0.063684,0.005121,0.0102,0.022442,0.022805
isaiah collier,2,0.014439,0.007756,0.005431,0.037325,0.01736,0.010973,0.040022,0.034014
isaiah collier,3,0.011399,0.006909,0.004972,0.016139,0.023246,0.00807,0.033899,0.033066
isaiah collier,4,0.004821,0.004122,0.003203,0.018616,0.036553,0.0118,0.026492,0.01923
isaiah collier,5,-0.004258,-0.002344,0.002421,0.021205,0.020033,0.015392,0.028772,0.023213
isaiah crawford,1,0.009524,0.080668,0.012504,0.037193,0.018157,0.020549,0.033568,0.031335
isaiah crawford,2,0.001136,0.035317,0.013903,0.029239,0.017903,0.017851,0.021264,0.022466
isaiah crawford,3,0.004959,0.026447,0.013071,0.017222,0.030788,0.01786,0.01806,0.019395
isaiah crawford,4,0.000437,0.012349,0.009574,0.029853,0.013736,0.026776,0.033483,0.028831
isaiah crawford,5,0.005156,-0.006275,0.010923,0.026843,0.010289,0.0285,0.017369,0.017121
isaiah hartenstein,1,0.010115,0.031288,-0.0104,0.023827,0.024048,-0.012536,0.00141,0.00697
isaiah hartenstein,2,0.00865,0.023246,-0.011492,0.029963,0.02348,-0.010099,0.000781,0.005995
isaiah hartenstein,3,0.01051,0.005424,-0.00265,0.022388,0.02325,-0.008967,0.000191,0.006605
isaiah hartenstein,4,0.004156,-0.000565,-0.015548,0.014818,0.02029,-0.019196,-0.000712,0.005986
isaiah hartenstein,5,0.002412,-0.005727,0.006375,-0.001892,0.011335,-0.018779,-0.004664,0.000679
isaiah jackson,1,0.001331,0.031756,0.049685,0.053107,0.04266,0.030258,0.041861,0.030371
isaiah jackson,2,0.004053,0.012938,0.072718,0.063356,0.047809,0.031381,0.048245,0.035076
isaiah jackson,3,0.006237,0.014347,0.087806,0.068626,0.059848,0.026728,0.04788,0.038077
isaiah jackson,4,0.005355,0.008924,0.074854,0.058722,0.045313,0.029618,0.048854,0.037403
isaiah jackson,5,0.0064,0.010819,0.075193,0.067584,0.050332,0.030722,0.049688,0.037634
isaiah joe,1,0.026794,-6.8e-05,-0.008116,0.016063,0.007428,0.027295,0.027524,0.026273
isaiah joe,2,0.012691,-0.003177,-0.00815,0.013633,0.01159,0.019101,0.013547,0.014225
isaiah joe,3,0.02082,-0.001556,-0.007524,0.0159,0.005063,0.018913,0.01102,0.00529
isaiah joe,4,0.019683,-0.003761,-0.009505,0.022081,0.015364,0.023,0.004996,0.01461
isaiah joe,5,0.01715,-0.004997,-0.008604,0.016149,0.004822,0.019419,0.015355,0.009309
isaiah livers,1,-0.000242,0.104295,0.012057,0.02305,0.01487,0.025503,0.027326,0.023327
isaiah livers,2,0.00667,0.0309,0.012901,0.026602,0.018662,0.017275,0.0336,0.023671
isaiah livers,3,0.007091,0.032208,0.013105,0.040288,0.036183,0.025063,0.01864,0.017545
isaiah livers,4,0.00429,0.03015,0.010332,0.018855,0.017006,0.014492,0.018939,0.018844
isaiah livers,5,-0.00425,0.019924,0.010395,0.025556,0.016529,0.008417,0.011883,0.018898
isaiah stewart,1,0.002345,0.062245,0.036074,0.033304,0.022951,0.007613,0.02056,0.010635
isaiah stewart,2,-0.0036,0.027586,0.039824,0.035488,0.01442,-0.002383,0.015917,0.011542
isaiah stewart,3,-0.0043,0.003218,0.061714,0.041161,0.014167,-0.002976,0.031436,0.01356
isaiah stewart,4,-0.0073,-0.004749,0.071868,0.041856,0.022961,0.00241,0.033809,0.024199
isaiah stewart,5,-0.007558,-0.008357,0.058038,0.036484,0.017449,0.021602,0.033188,0.014827
