,player_name_clean,year_ahead,Efficiency,Impact,Interior_Defense,Perimeter_Defense,Playmaking,Rebounding,Scoring,Shooting,bucket
1477,kevon looney,3,78.826035367466,61.8096191920013,66.3430130873127,55.2463547892303,53.0711060976562,75.75692298734285,39.6359822664995,45.5278948796067,prime_good
1478,kevon looney,4,79.7442289223442,59.8240161932678,67.1682243738575,55.7201651282043,52.5779818212566,74.84233388030626,39.3952102576036,46.4615131867204,prime_good
1479,kevon looney,5,80.7947770347366,59.8418600119324,67.9934356604023,56.9631338305206,52.8165908819017,73.8302560719261,39.4042536093507,47.395131493834,prime_good
1480,keyonte george,1,79.5207855698547,63.7883977158241,53.2139143675308,54.2836141798859,71.9522085951843,36.2387167071428,76.2621756004639,69.248501509613,young_good
1481,keyonte george,2,79.3679287430725,63.7902443869286,54.4088307350616,56.6232197497253,70.6442154215851,36.1753376280394,79.0104947494812,68.8575594129028,young_good
1482,keyonte george,3,78.9586627480469,63.1110432608299,55.6037471025925,58.8051274035339,69.6538395451584,36.2081004684296,79.8855982827492,68.8726956548157,young_good
1483,keyonte george,4,79.2327843901596,63.5273665650063,56.9456287353973,60.8267343256836,68.465253310112,35.9314544802036,80.1824427055664,68.6295797528687,young_good
1484,keyonte george,5,81.3159946274838,63.3598813278847,58.1998091667633,63.0404291365509,69.1481231020966,36.052838162097,78.937299411232,69.2029926480713,young_good
1485,khaman maluach,1,70.8448935044861,52.9418136414928,68.7325337837219,51.5485516487274,38.4585320232544,47.0252632068176,42.0511332015533,50.6011287122498,young_weak
1486,khaman maluach,2,73.287251998291,54.566966646616,68.3724427531242,53.6578372417603,39.5011883257065,50.0857860015411,44.8879564265747,52.2341344505081,young_weak
1487,khaman maluach,3,75.7890449060059,56.0434433755321,67.1052217195511,55.6861263214264,40.4620150206718,52.3001531528015,47.8759186725159,53.5577656477222,young_weak
1488,khaman maluach,4,70.7044086946106,57.3861686226768,65.5910017202377,57.6702159343872,41.4228417156372,51.7305756376762,49.4342513541717,54.7612155228386,young_weak
1489,khaman maluach,5,73.6919740928268,58.7790164288921,63.9495612690926,59.6824184356842,42.5554428575668,50.8759601281662,50.8984876136322,55.7399524300823,young_weak
1490,khris middleton,1,81.6897725517883,63.27515185090635,54.445140029274,60.5427577868805,70.07429500041201,50.2148003839111,68.2156609790478,65.951322467453,old_good
1491,khris middleton,2,80.9836767370834,61.49301231118775,53.4203232181892,60.881329573761,69.16532929358675,52.7326569818115,68.3219440030012,66.1243388964004,old_good
1492,khris middleton,3,80.5035962517395,60.4804919979248,52.4442269457207,60.3505022899017,68.2563635867615,54.4362097047424,68.3186866655092,67.2675952924557,old_good
1493,khris middleton,4,79.9998953993454,59.4928802272949,51.4681306732521,58.7429438308582,67.38599439082336,56.1281062625504,69.1262044324618,68.2457827752597,old_good
1494,khris middleton,5,79.2591461594238,59.28243106814955,50.5248055113182,57.4743136242733,65.88218517718505,57.2491774819946,69.5108647062521,67.8099909251697,old_good
1495,kj simpson,1,71.8420127495079,56.84807091576,56.1827920604095,66.773306868103,59.7314403150749,40.0728907688522,46.1471735271664,57.4155651581554,young_weak
1496,kj simpson,2,72.3985854252129,58.1738778315201,57.0536804128037,68.0488491273193,59.4362093899918,38.8578000172043,46.0317123490424,58.705358649519,young_weak
1497,kj simpson,3,73.6883422597198,59.4253363869801,57.4476727176056,68.3903262830048,59.7146559749317,38.2414464457893,47.1741551714988,59.7045649605884,young_weak
1498,kj simpson,4,74.0151765807419,60.539209913434,57.2479969787941,68.8339069104462,60.1750159953308,37.713025520649,47.2104253876061,60.8648070859804,young_weak
1499,kj simpson,5,74.8073661043196,61.5243674628153,56.6464267599926,67.9355969345837,60.3442251179886,37.2238117261791,47.1511634322853,61.8816464486613,young_weak
1500,klay thompson,1,79.0807447386322,61.4004916441498,56.4125511788902,49.8968233202667,49.2666500066528,41.1084302899017,68.7679645138092,85.42036946369936,old_good
1501,klay thompson,2,78.1986311626968,59.0569478762207,55.2913756513176,50.1923765276642,50.2316333507309,43.8196722504272,66.885147007019,84.4674459273987,old_good
1502,klay thompson,3,77.7620770884094,58.5186101687012,54.170200123745,50.4478623007507,51.0472390507469,44.370165431179,64.9018236713715,82.9550197894745,old_good
1503,klay thompson,4,77.324697132164,57.766904402977,52.9224363708076,51.0168744658203,51.5455492590675,44.8993696805611,63.0717048960037,81.57070882870485,old_good
1504,klay thompson,5,77.1806449842987,57.0128444922028,51.5543265485344,51.7714995478363,51.9055242096195,45.3084370729103,61.2139239626236,80.31832869602965,old_good
1505,kobe brown,1,73.380269842865,55.5521527294693,57.2976201985931,54.2931464133148,48.456412898201,50.8559988215637,42.001888662056,56.1145514081726,prime_weak
1506,kobe brown,2,72.8120336110611,54.8498561148224,57.4839371656036,54.9336548266296,49.3575864302101,54.0450730994415,43.0868506724396,58.8112596105347,prime_weak
1507,kobe brown,3,73.2989253575821,54.7728821326671,57.6807408546066,55.6117923674469,50.2076439129295,53.302302606411,43.9410753542938,58.2636397908936,prime_weak
1508,kobe brown,4,74.9943394238968,53.9059909869609,57.6453203176117,56.2996833739166,50.9915016757431,52.3392680361939,44.7816884810486,60.2776609491119,prime_weak
1509,kobe brown,5,76.1406832064409,52.6309927989421,57.2624127482033,56.627190154541,51.4505032168808,51.4155885651779,45.0222708577671,60.1942537854919,prime_weak
1510,kobe sanders,1,75.3669515952148,57.9790891047096,56.9379654591675,58.0639728739624,45.7180326088753,40.5385476069393,50.1190477434464,58.8500892265015,young_weak
1511,kobe sanders,2,72.4334884985962,59.3394582803822,58.019518918335,60.2522577479248,46.7562197550621,39.9093234853687,51.7539790693588,58.0044000489883,young_weak
1512,kobe sanders,3,72.398769389061,60.6254790659523,58.0468350117798,61.9489356711273,47.5644862755623,39.1647821383419,52.6465779367752,58.8302683724337,young_weak
